0, 0
0.0292968, 87243.9
0.0585936, 390.353
0.0878904, 478.485
0.117187, 553.05
0.146484, 522.418
0.175781, 499.965
0.205078, 536.179
0.234375, 535.651
0.263671, 555.693
0.292968, 563.955
0.322265, 554.41
0.351562, 552.468
0.380859, 554.065
0.410155, 557.978
0.439452, 553.344
0.468749, 556.802
0.498046, 556.946
0.527343, 562.663
0.55664, 562.482
0.585936, 560.873
0.615233, 560.453
0.64453, 559.093
0.673827, 556.928
0.703124, 556.137
0.73242, 554.563
0.761717, 557.195
0.791014, 558.858
0.820311, 559.384
0.849608, 559.132
0.878904, 559.854
0.908201, 560.763
0.937498, 558.92
0.966795, 558.713
0.996092, 557.05
1.02539, 557.928
1.05469, 558.363
1.08398, 559.934
1.11328, 560.107
1.14258, 561.38
1.17187, 560.782
1.20117, 560.395
1.23047, 559.172
1.25976, 559.004
1.28906, 558.036
1.31836, 557.273
1.34765, 555.923
1.37695, 554.341
1.40625, 554.151
1.43554, 553.677
1.46484, 553.929
1.49414, 554.863
1.52343, 554.266
1.55273, 552.374
1.58203, 550.693
1.61132, 549.079
1.64062, 548.765
1.66992, 549.553
1.69922, 551.276
1.72851, 553.304
1.75781, 554.693
1.78711, 555.231
1.8164, 554.269
1.8457, 552.232
1.875, 550.599
1.90429, 549.447
1.93359, 549.489
1.96289, 549.324
1.99218, 548.855
2.02148, 547.905
2.05078, 547.573
2.08007, 547.055
2.10937, 547.126
2.13867, 547.572
2.16796, 548.004
2.19726, 548.98
2.22656, 549.568
2.25585, 550.05
2.28515, 549.989
2.31445, 549.755
2.34375, 548.921
2.37304, 548.278
2.40234, 547.151
2.43164, 546.551
2.46093, 546.209
2.49023, 546.681
2.51953, 547.144
2.54882, 547.2
2.57812, 546.555
2.60742, 545.62
2.63671, 544.857
2.66601, 544.414
2.69531, 544.424
2.7246, 544.432
2.7539, 544.442
2.7832, 544.523
2.81249, 545.096
2.84179, 545.872
2.87109, 546.425
2.90038, 546.343
2.92968, 545.445
2.95898, 544.432
2.98828, 543.377
3.01757, 542.869
3.04687, 541.92
3.07617, 540.482
3.10546, 538.26
3.13476, 536.038
3.16406, 534.905
3.19335, 534.877
3.22265, 535.508
3.25195, 536.128
3.28124, 536.738
3.31054, 537.163
3.33984, 537.466
3.36913, 537.417
3.39843, 537.028
3.42773, 536.195
3.45702, 535.099
3.48632, 534.302
3.51562, 533.902
3.54491, 534.101
3.57421, 534.674
3.60351, 535.239
3.63281, 535.16
3.6621, 533.928
3.6914, 532.155
3.7207, 530.473
3.74999, 529.779
3.77929, 529.996
3.80859, 530.458
3.83788, 530.813
3.86718, 530.725
3.89648, 530.249
3.92577, 529.589
3.95507, 529.226
3.98437, 529.436
4.01366, 530.252
4.04296, 531.2
4.07226, 531.859
4.10155, 531.859
4.13085, 531.079
4.16015, 529
4.18944, 525.942
4.21874, 522.527
4.24804, 519.715
4.27734, 518.696
4.30663, 519.498
4.33593, 521.217
4.36523, 522.671
4.39452, 523.107
4.42382, 522.253
4.45312, 520.512
4.48241, 518.764
4.51171, 517.489
4.54101, 516.631
4.5703, 515.59
4.5996, 514.143
4.6289, 512.38
4.65819, 510.536
4.68749, 509.1
4.71679, 508.242
4.74608, 508.125
4.77538, 508.52
4.80468, 508.91
4.83397, 508.647
4.86327, 507.285
4.89257, 504.789
4.92187, 501.385
4.95116, 498.031
4.98046, 495.29
5.00976, 493.328
5.03905, 491.918
5.06835, 490.788
5.09765, 489.866
5.12694, 489.019
5.15624, 488.124
5.18554, 486.813
5.21483, 484.794
5.24413, 481.951
5.27343, 478.734
5.30272, 475.508
5.33202, 472.838
5.36132, 470.755
5.39061, 469.313
5.41991, 468.359
5.44921, 467.553
5.4785, 466.465
5.5078, 464.813
5.5371, 462.514
5.5664, 459.828
5.59569, 457.15
5.62499, 454.778
5.65429, 452.844
5.68358, 451.137
5.71288, 449.651
5.74218, 448.332
5.77147, 447.195
5.80077, 445.938
5.83007, 444.018
5.85936, 441.082
5.88866, 437.231
5.91796, 433.292
5.94725, 430.086
5.97655, 427.8
6.00585, 426.067
6.03514, 424.444
6.06444, 422.711
6.09374, 420.872
6.12303, 418.969
6.15233, 417.026
6.18163, 415.045
6.21093, 412.952
6.24022, 410.864
6.26952, 408.959
6.29882, 407.461
6.32811, 406.319
6.35741, 405.369
6.38671, 404.431
6.416, 403.387
6.4453, 402.088
6.4746, 400.409
6.50389, 398.218
6.53319, 395.507
6.56249, 392.541
6.59178, 389.644
6.62108, 387.073
6.65038, 384.842
6.67967, 383.009
6.70897, 381.589
6.73827, 380.378
6.76756, 379.143
6.79686, 377.658
6.82616, 375.919
6.85546, 374.033
6.88475, 372.005
6.91405, 369.977
6.94335, 368.184
6.97264, 366.823
7.00194, 365.742
7.03124, 364.561
7.06053, 362.933
7.08983, 360.826
7.11913, 358.47
7.14842, 356.103
7.17772, 353.811
7.20702, 351.634
7.23631, 349.604
7.26561, 347.736
7.29491, 345.815
7.3242, 343.518
7.3535, 340.77
7.3828, 337.879
7.41209, 335.253
7.44139, 333.087
7.47069, 331.272
7.49999, 329.519
7.52928, 327.635
7.55858, 325.579
7.58788, 323.371
7.61717, 321.008
7.64647, 318.449
7.67577, 315.739
7.70506, 313.001
7.73436, 310.338
7.76366, 307.683
7.79295, 305.028
7.82225, 302.674
7.85155, 301.023
7.88084, 300.091
7.91014, 299.323
7.93944, 298.099
7.96873, 296.063
7.99803, 293.396
8.02733, 290.47
8.05662, 287.526
8.08592, 284.615
8.11522, 281.717
8.14451, 278.879
8.17381, 276.236
8.20311, 273.924
8.23241, 271.891
8.2617, 269.883
8.291, 267.674
8.3203, 265.262
8.34959, 262.83
8.37889, 260.612
8.40819, 258.697
8.43748, 256.933
8.46678, 255.035
8.49608, 252.828
8.52537, 250.461
8.55467, 248.309
8.58397, 246.592
8.61326, 245.205
8.64256, 243.922
8.67186, 242.629
8.70115, 241.367
8.73045, 240.184
8.75975, 239.068
8.78904, 237.957
8.81834, 236.826
8.84764, 235.712
8.87694, 234.662
8.90623, 233.624
8.93553, 232.443
8.96483, 231.002
8.99412, 229.343
9.02342, 227.685
9.05272, 226.28
9.08201, 225.235
9.11131, 224.404
9.14061, 223.495
9.1699, 222.302
9.1992, 220.805
9.2285, 219.208
9.25779, 217.836
9.28709, 216.928
9.31639, 216.43
9.34568, 216.062
9.37498, 215.532
9.40428, 214.71
9.43357, 213.688
9.46287, 212.682
9.49217, 211.816
9.52147, 211.056
9.55076, 210.306
9.58006, 209.55
9.60936, 208.878
9.63865, 208.38
9.66795, 208.043
9.69725, 207.752
9.72654, 207.419
9.75584, 207.006
9.78514, 206.468
9.81443, 205.754
9.84373, 204.796
9.87303, 203.602
9.90232, 202.287
9.93162, 201.073
9.96092, 200.137
9.99021, 199.498
10.0195, 199.098
10.0488, 198.907
10.0781, 198.882
10.1074, 198.849
10.1367, 198.505
10.166, 197.61
10.1953, 196.23
10.2246, 194.8
10.2539, 193.818
10.2832, 193.485
10.3125, 193.642
10.3418, 193.96
10.3711, 194.174
10.4004, 194.176
10.4297, 193.984
10.459, 193.643
10.4883, 193.213
10.5176, 192.789
10.5469, 192.501
10.5762, 192.402
10.6054, 192.399
10.6347, 192.35
10.664, 192.165
10.6933, 191.83
10.7226, 191.332
10.7519, 190.66
10.7812, 189.883
10.8105, 189.193
10.8398, 188.761
10.8691, 188.559
10.8984, 188.426
10.9277, 188.229
10.957, 187.946
10.9863, 187.621
11.0156, 187.235
11.0449, 186.697
11.0742, 185.932
11.1035, 185.003
11.1328, 184.154
11.1621, 183.692
11.1914, 183.742
11.2207, 184.139
11.25, 184.581
11.2793, 184.838
11.3086, 184.822
11.3379, 184.533
11.3672, 183.998
11.3965, 183.295
11.4258, 182.591
11.4551, 182.097
11.4844, 181.947
11.5136, 182.092
11.5429, 182.347
11.5722, 182.488
11.6015, 182.392
11.6308, 182.062
11.6601, 181.608
11.6894, 181.142
11.7187, 180.705
11.748, 180.309
11.7773, 180.018
11.8066, 179.934
11.8359, 180.093
11.8652, 180.408
11.8945, 180.73
11.9238, 180.951
11.9531, 181.044
11.9824, 180.994
12.0117, 180.773
12.041, 180.384
12.0703, 179.914
12.0996, 179.519
12.1289, 179.3
12.1582, 179.227
12.1875, 179.173
12.2168, 178.996
12.2461, 178.643
12.2754, 178.173
12.3047, 177.725
12.334, 177.421
12.3633, 177.294
12.3926, 177.292
12.4219, 177.333
12.4511, 177.366
12.4804, 177.373
12.5097, 177.346
12.539, 177.263
12.5683, 177.136
12.5976, 177.011
12.6269, 176.923
12.6562, 176.828
12.6855, 176.651
12.7148, 176.364
12.7441, 176.015
12.7734, 175.639
12.8027, 175.21
12.832, 174.704
12.8613, 174.208
12.8906, 173.907
12.9199, 173.944
12.9492, 174.268
12.9785, 174.662
13.0078, 174.898
13.0371, 174.88
13.0664, 174.656
13.0957, 174.344
13.125, 174.038
13.1543, 173.786
13.1836, 173.634
13.2129, 173.619
13.2422, 173.72
13.2715, 173.831
13.3008, 173.837
13.3301, 173.685
13.3593, 173.414
13.3886, 173.111
13.4179, 172.861
13.4472, 172.733
13.4765, 172.758
13.5058, 172.888
13.5351, 173.026
13.5644, 173.124
13.5937, 173.228
13.623, 173.405
13.6523, 173.633
13.6816, 173.812
13.7109, 173.818
13.7402, 173.574
13.7695, 173.092
13.7988, 172.48
13.8281, 171.875
13.8574, 171.356
13.8867, 170.919
13.916, 170.51
13.9453, 170.093
13.9746, 169.71
14.0039, 169.449
14.0332, 169.372
14.0625, 169.448
14.0918, 169.61
14.1211, 169.817
14.1504, 170.064
14.1797, 170.354
14.209, 170.658
14.2383, 170.905
14.2675, 171.011
14.2968, 170.916
14.3261, 170.592
14.3554, 170.085
14.3847, 169.535
14.414, 169.148
14.4433, 169.074
14.4726, 169.289
14.5019, 169.602
14.5312, 169.777
14.5605, 169.683
14.5898, 169.369
14.6191, 169.024
14.6484, 168.833
14.6777, 168.853
14.707, 168.992
14.7363, 169.129
14.7656, 169.226
14.7949, 169.298
14.8242, 169.306
14.8535, 169.191
14.8828, 168.934
14.9121, 168.627
14.9414, 168.425
14.9707, 168.418
15, 168.553
15.0293, 168.719
15.0586, 168.842
15.0879, 168.912
15.1172, 168.954
15.1465, 168.999
15.1758, 169.052
15.205, 169.065
15.2343, 168.967
15.2636, 168.711
15.2929, 168.34
15.3222, 167.988
15.3515, 167.783
15.3808, 167.735
15.4101, 167.712
15.4394, 167.564
15.4687, 167.28
15.498, 167.019
15.5273, 167.011
15.5566, 167.353
15.5859, 167.887
15.6152, 168.296
15.6445, 168.347
15.6738, 168.024
15.7031, 167.519
15.7324, 167.107
15.7617, 166.967
15.791, 167.085
15.8203, 167.294
15.8496, 167.425
15.8789, 167.435
15.9082, 167.409
15.9375, 167.444
15.9668, 167.564
15.9961, 167.713
16.0254, 167.816
16.0547, 167.817
16.084, 167.733
16.1132, 167.633
16.1425, 167.563
16.1718, 167.457
16.2011, 167.179
16.2304, 166.663
16.2597, 166.032
16.289, 165.574
16.3183, 165.511
16.3476, 165.783
16.3769, 166.148
16.4062, 166.406
16.4355, 166.513
16.4648, 166.55
16.4941, 166.609
16.5234, 166.723
16.5527, 166.847
16.582, 166.924
16.6113, 166.922
16.6406, 166.837
16.6699, 166.685
16.6992, 166.488
16.7285, 166.289
16.7578, 166.122
16.7871, 165.994
16.8164, 165.899
16.8457, 165.848
16.875, 165.866
16.9043, 165.949
16.9336, 166.055
16.9629, 166.137
16.9922, 166.181
17.0215, 166.175
17.0507, 166.094
17.08, 165.921
17.1093, 165.673
17.1386, 165.407
17.1679, 165.2
17.1972, 165.116
17.2265, 165.15
17.2558, 165.215
17.2851, 165.212
17.3144, 165.109
17.3437, 164.952
17.373, 164.835
17.4023, 164.842
17.4316, 164.991
17.4609, 165.222
17.4902, 165.458
17.5195, 165.663
17.5488, 165.832
17.5781, 165.941
17.6074, 165.958
17.6367, 165.858
17.666, 165.648
17.6953, 165.366
17.7246, 165.089
17.7539, 164.916
17.7832, 164.922
17.8125, 165.093
17.8418, 165.349
17.8711, 165.61
17.9004, 165.853
17.9297, 166.059
17.9589, 166.165
17.9882, 166.098
18.0175, 165.843
18.0468, 165.481
18.0761, 165.128
18.1054, 164.85
18.1347, 164.647
18.164, 164.486
18.1933, 164.35
18.2226, 164.241
18.2519, 164.177
18.2812, 164.173
18.3105, 164.243
18.3398, 164.397
18.3691, 164.611
18.3984, 164.819
18.4277, 164.933
18.457, 164.891
18.4863, 164.721
18.5156, 164.559
18.5449, 164.565
18.5742, 164.763
18.6035, 165.008
18.6328, 165.108
18.6621, 164.955
18.6914, 164.613
18.7207, 164.271
18.75, 164.091
18.7793, 164.099
18.8086, 164.213
18.8379, 164.338
18.8671, 164.401
18.8964, 164.363
18.9257, 164.248
18.955, 164.162
18.9843, 164.245
19.0136, 164.517
19.0429, 164.829
19.0722, 164.997
19.1015, 164.953
19.1308, 164.753
19.1601, 164.499
19.1894, 164.272
19.2187, 164.111
