-0.0010018, -1.22686e-19, -nan
-0.000986584, -0.000173961, -nan
-0.000941387, -0.000342637, -nan
-0.000867587, -0.000500902, -nan
-0.000767426, -0.000643947, -nan
-0.000643947, -0.000767426, -nan
-0.000500902, -0.000867587, -nan
-0.000342637, -0.000941387, -nan
-0.000173961, -0.000986584, -nan
6.13428e-20, -0.0010018, -nan
0.000173961, -0.000986584, -nan
0.000342637, -0.000941387, -nan
0.000500902, -0.000867587, -nan
0.000643947, -0.000767426, -nan
0.000767426, -0.000643947, -nan
0.000867587, -0.000500902, -nan
0.000941387, -0.000342637, -nan
0.000986584, -0.000173961, -nan
0.0010018, 0, -nan
0.000986584, 0.000173961, -nan
0.000941387, 0.000342637, -nan
0.000867587, 0.000500902, -nan
0.000767426, 0.000643947, -nan
0.000643947, 0.000767426, -nan
0.000500902, 0.000867587, -nan
0.000342637, 0.000941387, -nan
0.000173961, 0.000986584, -nan
6.13428e-20, 0.0010018, -nan
-0.000173961, 0.000986584, -nan
-0.000342637, 0.000941387, -nan
-0.000500902, 0.000867587, -nan
-0.000643947, 0.000767426, -nan
-0.000767426, 0.000643947, -nan
-0.000867587, 0.000500902, -nan
-0.000941387, 0.000342637, -nan
-0.000986584, 0.000173961, -nan
-0.0010018, -1.22686e-19, -nan

-0.00100361, -1.22907e-19, -nan
-0.000988366, -0.000174276, -nan
-0.000943088, -0.000343256, -nan
-0.000869154, -0.000501807, -nan
-0.000768812, -0.00064511, -nan
-0.00064511, -0.000768812, -nan
-0.000501807, -0.000869154, -nan
-0.000343256, -0.000943088, -nan
-0.000174276, -0.000988366, -nan
6.14536e-20, -0.00100361, -nan
0.000174276, -0.000988366, -nan
0.000343256, -0.000943088, -nan
0.000501807, -0.000869154, -nan
0.00064511, -0.000768812, -nan
0.000768812, -0.00064511, -nan
0.000869154, -0.000501807, -nan
0.000943088, -0.000343256, -nan
0.000988366, -0.000174276, -nan
0.00100361, 0, -nan
0.000988366, 0.000174276, -nan
0.000943088, 0.000343256, -nan
0.000869154, 0.000501807, -nan
0.000768812, 0.00064511, -nan
0.00064511, 0.000768812, -nan
0.000501807, 0.000869154, -nan
0.000343256, 0.000943088, -nan
0.000174276, 0.000988366, -nan
6.14536e-20, 0.00100361, -nan
-0.000174276, 0.000988366, -nan
-0.000343256, 0.000943088, -nan
-0.000501807, 0.000869154, -nan
-0.00064511, 0.000768812, -nan
-0.000768812, 0.00064511, -nan
-0.000869154, 0.000501807, -nan
-0.000943088, 0.000343256, -nan
-0.000988366, 0.000174276, -nan
-0.00100361, -1.22907e-19, -nan

-0.00100543, -1.2313e-19, -nan
-0.000990155, -0.000174591, -nan
-0.000944795, -0.000343877, -nan
-0.000870727, -0.000502715, -nan
-0.000770204, -0.000646278, -nan
-0.000646278, -0.000770204, -nan
-0.000502715, -0.000870727, -nan
-0.000343877, -0.000944795, -nan
-0.000174591, -0.000990155, -nan
6.15648e-20, -0.00100543, -nan
0.000174591, -0.000990155, -nan
0.000343877, -0.000944795, -nan
0.000502715, -0.000870727, -nan
0.000646278, -0.000770204, -nan
0.000770204, -0.000646278, -nan
0.000870727, -0.000502715, -nan
0.000944795, -0.000343877, -nan
0.000990155, -0.000174591, -nan
0.00100543, 0, -nan
0.000990155, 0.000174591, -nan
0.000944795, 0.000343877, -nan
0.000870727, 0.000502715, -nan
0.000770204, 0.000646278, -nan
0.000646278, 0.000770204, -nan
0.000502715, 0.000870727, -nan
0.000343877, 0.000944795, -nan
0.000174591, 0.000990155, -nan
6.15648e-20, 0.00100543, -nan
-0.000174591, 0.000990155, -nan
-0.000343877, 0.000944795, -nan
-0.000502715, 0.000870727, -nan
-0.000646278, 0.000770204, -nan
-0.000770204, 0.000646278, -nan
-0.000870727, 0.000502715, -nan
-0.000944795, 0.000343877, -nan
-0.000990155, 0.000174591, -nan
-0.00100543, -1.2313e-19, -nan

-0.00100725, -1.23353e-19, -nan
-0.00099195, -0.000174908, -nan
-0.000946507, -0.000344501, -nan
-0.000872306, -0.000503626, -nan
-0.0007716, -0.000647449, -nan
-0.000647449, -0.0007716, -nan
-0.000503626, -0.000872306, -nan
-0.000344501, -0.000946507, -nan
-0.000174908, -0.00099195, -nan
6.16764e-20, -0.00100725, -nan
0.000174908, -0.00099195, -nan
0.000344501, -0.000946507, -nan
0.000503626, -0.000872306, -nan
0.000647449, -0.0007716, -nan
0.0007716, -0.000647449, -nan
0.000872306, -0.000503626, -nan
0.000946507, -0.000344501, -nan
0.00099195, -0.000174908, -nan
0.00100725, 0, -nan
0.00099195, 0.000174908, -nan
0.000946507, 0.000344501, -nan
0.000872306, 0.000503626, -nan
0.0007716, 0.000647449, -nan
0.000647449, 0.0007716, -nan
0.000503626, 0.000872306, -nan
0.000344501, 0.000946507, -nan
0.000174908, 0.00099195, -nan
6.16764e-20, 0.00100725, -nan
-0.000174908, 0.00099195, -nan
-0.000344501, 0.000946507, -nan
-0.000503626, 0.000872306, -nan
-0.000647449, 0.0007716, -nan
-0.0007716, 0.000647449, -nan
-0.000872306, 0.000503626, -nan
-0.000946507, 0.000344501, -nan
-0.00099195, 0.000174908, -nan
-0.00100725, -1.23353e-19, -nan

-0.00100908, -1.23577e-19, -nan
-0.000993752, -0.000175225, -nan
-0.000948227, -0.000345126, -nan
-0.00087389, -0.000504541, -nan
-0.000773001, -0.000648625, -nan
-0.000648625, -0.000773001, -nan
-0.000504541, -0.00087389, -nan
-0.000345126, -0.000948227, -nan
-0.000175225, -0.000993752, -nan
6.17884e-20, -0.00100908, -nan
0.000175225, -0.000993752, -nan
0.000345126, -0.000948227, -nan
0.000504541, -0.00087389, -nan
0.000648625, -0.000773001, -nan
0.000773001, -0.000648625, -nan
0.00087389, -0.000504541, -nan
0.000948227, -0.000345126, -nan
0.000993752, -0.000175225, -nan
0.00100908, 0, -nan
0.000993752, 0.000175225, -nan
0.000948227, 0.000345126, -nan
0.00087389, 0.000504541, -nan
0.000773001, 0.000648625, -nan
0.000648625, 0.000773001, -nan
0.000504541, 0.00087389, -nan
0.000345126, 0.000948227, -nan
0.000175225, 0.000993752, -nan
6.17884e-20, 0.00100908, -nan
-0.000175225, 0.000993752, -nan
-0.000345126, 0.000948227, -nan
-0.000504541, 0.00087389, -nan
-0.000648625, 0.000773001, -nan
-0.000773001, 0.000648625, -nan
-0.00087389, 0.000504541, -nan
-0.000948227, 0.000345126, -nan
-0.000993752, 0.000175225, -nan
-0.00100908, -1.23577e-19, -nan

-0.00101092, -1.23802e-19, -nan
-0.00099556, -0.000175544, -nan
-0.000949952, -0.000345754, -nan
-0.000875481, -0.000505459, -nan
-0.000774408, -0.000649806, -nan
-0.000649806, -0.000774408, -nan
-0.000505459, -0.000875481, -nan
-0.000345754, -0.000949952, -nan
-0.000175544, -0.00099556, -nan
