-0.0010018, -1.22686e-19, 0.00241741
-0.000986584, -0.000173961, 0.00239487
-0.000941387, -0.000342637, 0.00238199
-0.000867587, -0.000500902, 0.00237879
-0.000767426, -0.000643947, 0.00238527
-0.000643947, -0.000767426, 0.00240138
-0.000500902, -0.000867587, 0.00242703
-0.000342637, -0.000941387, 0.00246209
-0.000173961, -0.000986584, 0.00250633
6.13428e-20, -0.0010018, 0.00255939
0.000173961, -0.000986584, 0.00262067
0.000342637, -0.000941387, 0.00268924
0.000500902, -0.000867587, 0.00276367
0.000643947, -0.000767426, 0.00284199
0.000767426, -0.000643947, 0.00292169
0.000867587, -0.000500902, 0.00299973
0.000941387, -0.000342637, 0.00307277
0.000986584, -0.000173961, 0.00313741
0.0010018, 0, 0.00319047
0.000986584, 0.000173961, 0.00322928
0.000941387, 0.000342637, 0.00325186
0.000867587, 0.000500902, 0.00325713
0.000767426, 0.000643947, 0.00324491
0.000643947, 0.000767426, 0.00321596
0.000500902, 0.000867587, 0.00317185
0.000342637, 0.000941387, 0.00311484
0.000173961, 0.000986584, 0.00304769
6.13428e-20, 0.0010018, 0.00297347
-0.000173961, 0.000986584, 0.00289536
-0.000342637, 0.000941387, 0.00281644
-0.000500902, 0.000867587, 0.00273948
-0.000643947, 0.000767426, 0.00266686
-0.000767426, 0.000643947, 0.0026004
-0.000867587, 0.000500902, 0.00254147
-0.000941387, 0.000342637, 0.00249098
-0.000986584, 0.000173961, 0.00244951
-0.0010018, -1.22686e-19, 0.00243346

-0.00100361, -1.22907e-19, 0.00241748
-0.000988366, -0.000174276, 0.00239491
-0.000943088, -0.000343256, 0.00238201
-0.000869154, -0.000501807, 0.00237881
-0.000768812, -0.00064511, 0.0023853
-0.00064511, -0.000768812, 0.00240143
-0.000501807, -0.000869154, 0.00242712
-0.000343256, -0.000943088, 0.00246222
-0.000174276, -0.000988366, 0.00250653
6.14536e-20, -0.00100361, 0.00255968
0.000174276, -0.000988366, 0.00262107
0.000343256, -0.000943088, 0.00268976
0.000501807, -0.000869154, 0.00276434
0.00064511, -0.000768812, 0.00284283
0.000768812, -0.00064511, 0.00292269
0.000869154, -0.000501807, 0.0030009
0.000943088, -0.000343256, 0.00307411
0.000988366, -0.000174276, 0.00313891
0.00100361, 0, 0.0031921
0.000988366, 0.000174276, 0.003231
0.000943088, 0.000343256, 0.00325363
0.000869154, 0.000501807, 0.00325891
0.000768812, 0.00064511, 0.00324666
0.00064511, 0.000768812, 0.00321764
0.000501807, 0.000869154, 0.00317343
0.000343256, 0.000943088, 0.00311629
0.000174276, 0.000988366, 0.00304898
6.14536e-20, 0.00100361, 0.00297459
-0.000174276, 0.000988366, 0.00289631
-0.000343256, 0.000943088, 0.00281722
-0.000501807, 0.000869154, 0.00274011
-0.00064511, 0.000768812, 0.00266735
-0.000768812, 0.00064511, 0.00260077
-0.000869154, 0.000501807, 0.00254173
-0.000943088, 0.000343256, 0.00249116
-0.000988366, 0.000174276, 0.00244963
-0.00100361, -1.22907e-19, 0.00243355

-0.00100543, -1.2313e-19, 0.00241755
-0.000990155, -0.000174591, 0.00239495
-0.000944795, -0.000343877, 0.00238203
-0.000870727, -0.000502715, 0.00237882
-0.000770204, -0.000646278, 0.00238532
-0.000646278, -0.000770204, 0.00240148
-0.000502715, -0.000870727, 0.0024272
-0.000343877, -0.000944795, 0.00246236
-0.000174591, -0.000990155, 0.00250674
6.15648e-20, -0.00100543, 0.00255998
0.000174591, -0.000990155, 0.00262148
0.000343877, -0.000944795, 0.00269029
0.000502715, -0.000870727, 0.00276501
0.000646278, -0.000770204, 0.00284366
0.000770204, -0.000646278, 0.0029237
0.000870727, -0.000502715, 0.00300209
0.000944795, -0.000343877, 0.00307547
0.000990155, -0.000174591, 0.00314041
0.00100543, 0, 0.00319373
0.000990155, 0.000174591, 0.00323272
0.000944795, 0.000343877, 0.00325541
0.000870727, 0.000502715, 0.0032607
0.000770204, 0.000646278, 0.00324842
0.000646278, 0.000770204, 0.00321933
0.000502715, 0.000870727, 0.00317501
0.000343877, 0.000944795, 0.00311773
0.000174591, 0.000990155, 0.00305027
6.15648e-20, 0.00100543, 0.00297572
-0.000174591, 0.000990155, 0.00289727
-0.000343877, 0.000944795, 0.00281801
-0.000502715, 0.000870727, 0.00274075
-0.000646278, 0.000770204, 0.00266784
-0.000770204, 0.000646278, 0.00260114
-0.000870727, 0.000502715, 0.002542
-0.000944795, 0.000343877, 0.00249135
-0.000990155, 0.000174591, 0.00244975
-0.00100543, -1.2313e-19, 0.00243365

-0.00100725, -1.23353e-19, 0.00241763
-0.00099195, -0.000174908, 0.00239499
-0.000946507, -0.000344501, 0.00238205
-0.000872306, -0.000503626, 0.00237884
-0.0007716, -0.000647449, 0.00238535
-0.000647449, -0.0007716, 0.00240153
-0.000503626, -0.000872306, 0.00242729
-0.000344501, -0.000946507, 0.0024625
-0.000174908, -0.00099195, 0.00250695
6.16764e-20, -0.00100725, 0.00256028
0.000174908, -0.00099195, 0.00262188
0.000344501, -0.000946507, 0.00269083
0.000503626, -0.000872306, 0.00276569
0.000647449, -0.0007716, 0.00284451
0.0007716, -0.000647449, 0.00292472
0.000872306, -0.000503626, 0.00300328
0.000946507, -0.000344501, 0.00307683
0.00099195, -0.000174908, 0.00314193
0.00100725, 0, 0.00319537
0.00099195, 0.000174908, 0.00323446
0.000946507, 0.000344501, 0.0032572
0.000872306, 0.000503626, 0.0032625
0.0007716, 0.000647449, 0.00325018
0.000647449, 0.0007716, 0.00322102
0.000503626, 0.000872306, 0.0031766
0.000344501, 0.000946507, 0.00311919
0.000174908, 0.00099195, 0.00305157
6.16764e-20, 0.00100725, 0.00297685
-0.000174908, 0.00099195, 0.00289823
-0.000344501, 0.000946507, 0.0028188
-0.000503626, 0.000872306, 0.00274139
-0.000647449, 0.0007716, 0.00266834
-0.0007716, 0.000647449, 0.00260152
-0.000872306, 0.000503626, 0.00254228
-0.000946507, 0.000344501, 0.00249153
-0.00099195, 0.000174908, 0.00244987
