0, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan
6.15233, 1, 0, -0.0256341, 0.0131082, 0.0160409, -0.0217074, -0.0048144, 0.0238415, -0.00409452, -0.0208006, 0.00904464, 0.0158048, -0.0111148, -0.0116897, 0.0127188, 0.00917568, -0.0155089, -0.0068021, 0.019046, 0.00242511, -0.0210985, 0.00486942, 0.0192701, -0.0137968, -0.0127638, 0.0214865, 0.0030551, -0.025196, 0.00694134, 0.0239112, -0.0145721, -0.0187595, 0.0188089, 0.0120382, -0.0203769, -0.00563509, 0.0206747, 3.15589e-16, -0.020276, 0.00598795
6.4453, 1, 0, -0.807574, 0.468198, 0.399392, -0.697997, 0.00407681, 0.655195, -0.259365, -0.440323, 0.334701, 0.188234, -0.278784, 0.00387311, 0.167828, -0.100622, -0.0640374, 0.115966, -0.00185775, -0.0860175, 0.0276105, 0.0452659, -0.0266412, -0.0144439, 0.0151952, -0.000461789, -0.00467754, 0.00295392, -0.000261882, 0.000316557, -9.87973e-06, -0.00386838, 0.00291047, 0.00497069, -0.00579137, -0.00331357, 0.00694027, -1.32069e-15, 0.00614621, 0.00259688
6.73827, 1, 0, -0.795405, 0.474793, 0.36831, -0.688012, 0.0327043, 0.609957, -0.25387, -0.369174, 0.282449, 0.124559, -0.196986, 0.0283402, 0.0899026, -0.077049, -0.0175414, 0.0603476, -0.00889032, -0.0256068, 0.00586996, 0.00215233, 0.00493723, 0.00342563, -0.0103957, 0.00170978, 0.00820782, -0.00799511, -0.00231648, 0.0101821, -0.00274904, -0.00821645, 0.00503227, 0.00467516, -0.00524102, -0.0017992, 0.0050426, -1.21584e-15, 0.00553104, 0.000336277
7.03124, 1, 0, -0.804731, 0.447244, 0.405639, -0.647558, -0.0366076, 0.582344, -0.168519, -0.375848, 0.206571, 0.169639, -0.150837, -0.0419817, 0.0798936, -0.00246074, -0.0367082, -0.000506655, 0.0255659, 0.0127232, -0.0303716, -0.0143048, 0.0343564, 0.00440396, -0.0301, 0.00856024, 0.0193141, -0.0167996, -0.00755, 0.0177806, -0.000815612, -0.0136061, 0.00468401, 0.00795107, -0.00555258, -0.00332161, 0.00553107, -1.20076e-15, 0.00643494, 0.000675119
7.3242, 1, 0, -0.799611, 0.461612, 0.383476, -0.67202, 0.011187, 0.602053, -0.236315, -0.370032, 0.272746, 0.126074, -0.189584, 0.0324364, 0.0769266, -0.0846026, 0.0031474, 0.0633703, -0.0318116, -0.0175874, 0.0223464, -0.016803, 0.000716799, 0.0269535, -0.0181948, -0.0181249, 0.022747, 0.00259444, -0.0167533, 0.00957011, 0.00651684, -0.0142936, 0.0026478, 0.0124722, -0.00830491, -0.00692507, 0.0101385, -1.23065e-15, 0.0106821, 0.00167944
7.61717, 1, 0, 0.000177339, -0.0888732, -0.0887541, -1.83423e-05, 2.78428e-06, 0.088945, 0.0888569, 0.00016271, -5.70041e-06, -0.0887605, -0.088951, 3.23869e-06, -0.000150647, 0.0888441, 0.0887677, -2.78314e-05, -3.04081e-06, -0.0889562, -0.0888314, -0.000137192, 4.90428e-05, 0.0887761, 0.0889599, -2.32041e-06, 0.000122262, -0.0888191, -0.0887856, 6.92026e-05, 1.24866e-06, 0.0889621, 0.0888072, 0.000105907, -8.81916e-05, -0.088796, -0.0889629, 2.4794e-16, 0.0810694, 0.0362283
7.91014, 1, 0, -0.811714, 0.457406, 0.410991, -0.678189, -0.0200778, 0.627502, -0.215557, -0.411826, 0.270084, 0.173612, -0.204149, -0.00969622, 0.102358, -0.0548184, -0.0255069, 0.0475277, -0.00584852, -0.0133551, 0.00216298, -0.0134276, 0.0144959, 0.0198357, -0.0264319, -0.0100851, 0.026857, -0.00473121, -0.0181056, 0.0154601, 0.00618014, -0.0185727, 0.00393478, 0.0152118, -0.0100599, -0.00825279, 0.0120327, -1.30095e-15, 0.012954, 0.00122574
8.20311, 1, 0, -0.800296, 0.465124, 0.384767, -0.674124, 0.00366753, 0.59975, -0.216176, -0.368975, 0.241752, 0.137864, -0.159919, 0.000281348, 0.063924, -0.0361338, -0.0088817, 0.0128063, 0.00158582, 0.0190706, -0.0195058, -0.0305435, 0.0365035, 0.0193726, -0.0389211, 0.0012276, 0.0277732, -0.0171278, -0.0118893, 0.0219492, -0.000448649, -0.017671, 0.0061629, 0.0101433, -0.00713844, -0.00398082, 0.00690951, -1.22872e-15, 0.00810998, 0.00101605
8.49608, 1, 0, -0.791384, 0.465843, 0.364159, -0.660949, 0.0214593, 0.562539, -0.211808, -0.314749, 0.20785, 0.0872514, -0.106592, 0.0282624, 0.0102734, -0.0359969, 0.0297195, -0.00696781, -0.0176037, 0.0442481, -0.0143146, -0.0503177, 0.0364767, 0.0306258, -0.0378228, -0.0045545, 0.024304, -0.0119821, -0.00837937, 0.0145363, -0.000888086, -0.00826666, 0.00191627, 0.00126974, 0.00112747, 0.00139519, -0.00291446, -1.14321e-15, 0.00178723, 0.000153385
8.78904, 1, 0, -0.803688, 0.451665, 0.40252, -0.661589, -0.0214005, 0.609722, -0.209417, -0.408495, 0.277688, 0.186859, -0.238578, -0.0221485, 0.156648, -0.0665612, -0.0760258, 0.0941438, 0.0165736, -0.085037, 0.0181771, 0.0599793, -0.0323775, -0.0324633, 0.0324855, 0.00970967, -0.0247516, 0.0054382, 0.0141836, -0.0129232, -0.00417064, 0.0142286, -0.00346588, -0.0113683, 0.00807339, 0.00617512, -0.00959427, -1.21974e-15, 0.0101376, 0.000734747
9.08201, 1, 0, -0.796294, 0.465846, 0.372673, -0.673578, 0.0244612, 0.589215, -0.236121, -0.341663, 0.249158, 0.0977857, -0.14999, 0.0422506, 0.0398664, -0.0700792, 0.022127, 0.0341148, -0.0298021, 0.0100339, 0.00825251, -0.0310767, 0.0142442, 0.0265312, -0.0229314, -0.00999043, 0.0182055, -0.00421374, -0.00820878, 0.0095568, 0.000505082, -0.00755571, 0.00220198, 0.00327141, -0.00165476, -0.000585198, 0.000987027, -1.19218e-15, 0.00175307, 8.61482e-05
9.37498, 1, 0, -0.803, 0.472355, 0.381138, -0.699347, 0.0329543, 0.633535, -0.273419, -0.386615, 0.309754, 0.121579, -0.214705, 0.0506653, 0.0884625, -0.105617, 0.000144334, 0.0810152, -0.0323995, -0.0317467, 0.0252319, -0.00411123, -0.0056701, 0.0154071, -0.00769239, -0.00982703, 0.00995691, 0.000142004, -0.00540527, 0.00542167, 0.000221926, -0.00554951, 0.00229639, 0.00307043, -0.00247118, -0.000956647, 0.00220077, -1.27328e-15, 0.00264988, 4.07997e-06
9.66795, 1, 0, -0.808695, 0.463843, 0.402239, -0.686188, -0.00841409, 0.626529, -0.217115, -0.400283, 0.254737, 0.165303, -0.18157, -0.0188627, 0.0904062, -0.0281165, -0.0350299, 0.0177008, 0.02076, 0.00246239, -0.0263249, -0.00780215, 0.0301702, -0.00135102, -0.023932, 0.0132343, 0.0113323, -0.018316, -8.73412e-05, 0.0149665, -0.00501697, -0.00750523, 0.0042718, 0.00129874, -0.00125987, 0.00092256, -0.000256852, -1.26958e-15, 0.00156096, 4.25681e-05
9.96092, 1, 0, -0.808838, 0.437323, 0.417267, -0.638997, -0.0481037, 0.576412, -0.158906, -0.368617, 0.199989, 0.161718, -0.151282, -0.0314621, 0.0868146, -0.023143, -0.0405479, 0.0363001, 0.0125672, -0.0359287, 0.00667783, 0.0313243, -0.0209613, -0.0217143, 0.027949, 0.0073309, -0.0255961, 0.00730264, 0.0160487, -0.0167762, -0.00435253, 0.018792, -0.00507697, -0.0148134, 0.0104903, 0.00783159, -0.0121587, -1.157e-15, 0.0130876, 0.000306402
10.2539, 1, 0, -0.803278, 0.459086, 0.391098, -0.668318, -0.00330384, 0.589891, -0.200689, -0.353169, 0.214374, 0.127636, -0.131774, -0.00530097, 0.0504471, -0.0195778, -0.0142587, 0.00196115, 0.0137845, 0.0109638, -0.0204908, -0.00547619, 0.0168279, -0.00745815, -0.00394027, 0.013547, -0.00787734, -0.00862119, 0.0112426, -0.00171518, -0.00633482, 0.00968377, -0.00191638, -0.0113092, 0.00858464, 0.00716518, -0.0110361, -1.16779e-15, 0.0111819, 9.88131e-324
10.5469, 1, 0, -0.807508, 0.451078, 0.411193, -0.663812, -0.0339164, 0.606598, -0.180845, -0.399018, 0.22873, 0.189807, -0.186947, -0.0546329, 0.12859, -0.00928809, -0.0840971, 0.0363074, 0.0502745, -0.0507317, -0.0181185, 0.0562681, -0.0115452, -0.0485506, 0.0307683, 0.0285375, -0.0343237, -0.00482558, 0.0248183, -0.0127326, -0.0100528, 0.0194487, -0.00275856, -0.0168439, 0.0103721, 0.00922809, -0.0127575, -1.18564e-15, 0.0138796, 0.000310352
10.8398, 1, 0, -0.814581, 0.457734, 0.414139, -0.684668, -0.0168168, 0.630121, -0.214727, -0.400366, 0.252534, 0.157054, -0.172776, -0.00526095, 0.0735625, -0.0401251, -0.0141261, 0.0235855, 0.000370984, 0.00252551, -0.00818681, -0.0114461, 0.013637, 0.00461876, -0.0085759, 0.00417596, -0.00137612, -0.00503494, 0.00719901, -0.00200959, -0.00468465, 0.0104196, -0.00383527, -0.0136569, 0.012527, 0.00939439, -0.0161064, -1.28946e-15, 0.0156556, 0.000284981
11.1328, 1, 0, -0.801881, 0.465951, 0.382553, -0.680376, 0.0174858, 0.594351, -0.223819, -0.335388, 0.219504, 0.0881376, -0.104842, 0.037466, -0.00351712, -0.0411778, 0.0447898, -0.0104423, -0.0268456, 0.0505129, -0.00869576, -0.0522532, 0.0275752, 0.0277525, -0.0220331, -0.00298514, 0.00491347, -0.00559867, 0.00719048, -0.00142103, -0.00641541, 0.0129861, -0.00423735, -0.0181773, 0.0160425, 0.0127985, -0.0210096, -1.20616e-15, 0.0205186, 0.000386697
11.4258, 1, 0, -0.801895, 0.465464, 0.38654, -0.683262, 0.0138921, 0.609088, -0.235267, -0.363242, 0.259639, 0.115239, -0.171914, 0.0358124, 0.0673979, -0.0832447, 0.00230659, 0.0710595, -0.0336961, -0.0433648, 0.0437208, 0.0199704, -0.0453633, -0.00167709, 0.0413643, -0.0147861, -0.0304714, 0.0283227, 0.0142326, -0.0349286, 0.00238725, 0.0327074, -0.0147254, -0.0237962, 0.0213184, 0.0120777, -0.023234, -1.19973e-15, 0.0244983, 0.000419378
11.7187, 1, 0, -0.805709, 0.469246, 0.388869, -0.695391, 0.0201124, 0.624, -0.247205, -0.37061, 0.265221, 0.111957, -0.161104, 0.0389619, 0.0448473, -0.0698926, 0.0187623, 0.0347563, -0.0265973, 0.00532691, 0.00946833, -0.0203849, 0.00334361, 0.0139099, -0.00219535, -0.00358792, -0.00588583, 0.00185462, 0.00996979, -0.00891528, -0.0050494, 0.0171933, -0.00612826, -0.0192314, 0.0168572, 0.0125516, -0.0211909, -1.25421e-15, 0.0210138, 0.000361617
12.0117, 1, 0, -0.816173, 0.472266, 0.408883, -0.722998, 0.0173045, 0.685861, -0.289958, -0.446355, 0.356237, 0.161759, -0.27074, 0.0451412, 0.130931, -0.13108, -0.0160805, 0.121574, -0.0422245, -0.069995, 0.0523994, 0.0201936, -0.0390592, 0.00904053, 0.0225099, -0.0195996, -0.0109119, 0.0211306, 0.00325219, -0.0207788, 0.00391388, 0.0200172, -0.0117412, -0.0169306, 0.0183774, 0.00995559, -0.0210173, -1.39327e-15, 0.0208984, 0.00031619
12.3047, 1, 0, -0.809557, 0.46525, 0.403285, -0.694568, -0.00103687, 0.637674, -0.233444, -0.403559, 0.274507, 0.156184, -0.199316, 0.00310468, 0.100847, -0.0621796, -0.0321456, 0.0617061, -0.00204948, -0.0448682, 0.0186303, 0.0306306, -0.030136, -0.0178321, 0.036974, 0.00131456, -0.0343031, 0.0176337, 0.0209845, -0.0322563, -0.00185229, 0.0368087, -0.0160651, -0.030595, 0.0278865, 0.0169506, -0.0318938, -1.26448e-15, 0.0326294, 0.00054926
12.5976, 1, 0, -0.815488, 0.45828, 0.414766, -0.691087, -0.00915826, 0.639418, -0.232575, -0.401879, 0.273023, 0.142381, -0.18318, 0.0251, 0.0649713, -0.0760717, 0.0125911, 0.0520423, -0.0356018, -0.00993166, 0.0261092, -0.0155572, -0.0115919, 0.0197446, 0.00570006, -0.0147962, -0.00677249, 0.0126008, 0.00692929, -0.0161369, -0.00114557, 0.0208443, -0.009403, -0.0206648, 0.019393, 0.012987, -0.0234493, -1.32539e-15, 0.0233369, 0.000377805
12.8906, 1, 0, -0.794541, 0.471891, 0.365291, -0.686981, 0.0453446, 0.598899, -0.26616, -0.336105, 0.283745, 0.0765288, -0.189256, 0.0817875, 0.077273, -0.13709, 0.00598842, 0.133178, -0.0592977, -0.106753, 0.0929905, 0.0700765, -0.108386, -0.0246944, 0.100551, -0.0226722, -0.070346, 0.0584466, 0.0292285, -0.0719254, 0.00741303, 0.0634086, -0.0302358, -0.0426296, 0.0398007, 0.0201358, -0.0419273, -1.1223e-15, 0.0445996, 0.000649423
13.1836, 1, 0, -0.806714, 0.467622, 0.391179, -0.695124, 0.018671, 0.629314, -0.252921, -0.383332, 0.286647, 0.126774, -0.201345, 0.035129, 0.0947283, -0.0914094, -0.0211364, 0.0863741, -0.016197, -0.0653775, 0.035832, 0.0469396, -0.0500768, -0.0283977, 0.057514, 0.00438691, -0.0518937, 0.022061, 0.0325346, -0.041777, -0.00631685, 0.0476743, -0.0175499, -0.0394334, 0.0330194, 0.0217513, -0.0382127, -1.22651e-15, 0.0395339, 0.000688493
13.4765, 1, 0, -0.808424, 0.467801, 0.399756, -0.697079, 0.00281581, 0.638891, -0.235217, -0.404727, 0.27506, 0.160695, -0.203468, -0.00575847, 0.112702, -0.0532259, -0.0507222, 0.0595992, 0.0166763, -0.0538286, 0.00768179, 0.0484702, -0.0308461, -0.0372862, 0.0470188, 0.0148757, -0.0473712, 0.0133545, 0.031084, -0.0355969, -0.0062869, 0.0434097, -0.0166461, -0.0365115, 0.0313439, 0.0201697, -0.0362104, -1.24265e-15, 0.0372658, 0.000722266
13.7695, 1, 0, -0.804652, 0.471701, 0.385326, -0.700519, 0.0290913, 0.630174, -0.262559, -0.372959, 0.28528, 0.106375, -0.182097, 0.0555714, 0.0603701, -0.0984501, 0.0156693, 0.0721726, -0.0406484, -0.0333123, 0.0398157, 0.00930234, -0.035964, 0.00123245, 0.0351568, -0.00972839, -0.0319393, 0.0215826, 0.0210591, -0.0331386, -0.00360216, 0.0378364, -0.0146425, -0.0324528, 0.0277915, 0.0184919, -0.0324893, -1.2448e-15, 0.0333762, 0.000589406
14.0625, 1, 0, -0.80007, 0.455091, 0.392504, -0.657148, -0.0141823, 0.573551, -0.179908, -0.337959, 0.192595, 0.121549, -0.122747, -0.00253062, 0.0544272, -0.0366758, -0.0139173, 0.0451063, -0.0141339, -0.0498815, 0.0444132, 0.0469217, -0.0712389, -0.0257118, 0.0792537, -0.0100051, -0.0623172, 0.0429519, 0.0302817, -0.0573825, 5.15609e-06, 0.0508784, -0.0178086, -0.0329635, 0.0237273, 0.014724, -0.0244738, -1.10072e-15, 0.02792, 0.000503909
14.3554, 1, 0, -0.813146, 0.450008, 0.418463, -0.667941, -0.0358342, 0.608224, -0.176729, -0.386385, 0.207376, 0.167461, -0.144604, -0.0408851, 0.0788647, 0.000194624, -0.0470318, 0.00638784, 0.0347761, -0.0169468, -0.0169283, 0.0333638, -0.0122402, -0.038525, 0.0385503, 0.0226774, -0.0462184, 0.00594688, 0.032904, -0.0301615, -0.0093102, 0.0385783, -0.01164, -0.0316982, 0.0237156, 0.0168502, -0.027326, -1.18046e-15, 0.0290871, 0.000549221
14.6484, 1, 0, -0.812643, 0.455047, 0.41057, -0.677836, -0.0135198, 0.616758, -0.21369, -0.379568, 0.244664, 0.13261, -0.159552, 0.0191742, 0.0566004, -0.0642381, 0.0074448, 0.048471, -0.0291699, -0.021658, 0.0310798, 0.00617166, -0.0316306, 0.000657669, 0.0339572, -0.00860983, -0.032052, 0.0207711, 0.0216099, -0.0322037, -0.00475562, 0.0363962, -0.0124392, -0.0307975, 0.0245297, 0.0173652, -0.0287824, -1.24338e-15, 0.030047, 0.00065735
