0, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan
14.9414, 1, 0, -0.807418, 0.45416, 0.40534, -0.669389, -0.0172337, 0.601478, -0.197049, -0.36757, 0.223422, 0.13537, -0.149097, 0.00306508, 0.0643528, -0.049167, -0.011123, 0.0493793, -0.0164248, -0.0415076, 0.0366048, 0.0337669, -0.0547103, -0.0186915, 0.0628176, -0.00664763, -0.0534904, 0.0336176, 0.0297109, -0.0497801, -0.0025495, 0.0494675, -0.0179002, -0.0364688, 0.0285065, 0.0184211, -0.0314616, -1.17748e-15, 0.0339333, 0.000697836
15.2343, 1, 0, -0.803974, 0.463604, 0.392519, -0.68672, 0.00901509, 0.626358, -0.244187, -0.397194, 0.298517, 0.155698, -0.24687, 0.0126648, 0.16296, -0.103312, -0.0806979, 0.143953, 0.00337514, -0.152631, 0.0668277, 0.130195, -0.116481, -0.0774969, 0.130421, 0.00848532, -0.105971, 0.0534089, 0.0564646, -0.0888882, -0.00239115, 0.0925414, -0.0402667, -0.0716917, 0.0652804, 0.0379948, -0.0732224, -1.14707e-15, 0.0755144, 0.00164464
15.5273, 1, 0, -0.81122, 0.453181, 0.411985, -0.674911, -0.0209002, 0.614967, -0.199017, -0.384888, 0.230329, 0.152701, -0.158983, -0.0145296, 0.0788765, -0.0297216, -0.0341883, 0.0306995, 0.0157631, -0.0306082, 0.00122517, 0.0370539, -0.0259614, -0.0363396, 0.0480102, 0.0183685, -0.0530137, 0.0109744, 0.0377112, -0.0362244, -0.011327, 0.0457813, -0.0134641, -0.0386929, 0.0291, 0.0212672, -0.0341728, -1.20307e-15, 0.0360345, 0.000787257
15.8203, 1, 0, -0.782723, 0.487154, 0.334357, -0.699477, 0.086153, 0.5913, -0.296624, -0.303898, 0.286607, 0.0331702, -0.163363, 0.114459, 0.0366372, -0.143169, 0.0408374, 0.110979, -0.07325, -0.0680998, 0.0828463, 0.0318586, -0.0814354, -1.28459e-05, 0.068563, -0.0289392, -0.0435811, 0.0488225, 0.013578, -0.0527938, 0.0103839, 0.0418114, -0.0220808, -0.0245712, 0.0241164, 0.00995244, -0.023581, -1.08151e-15, 0.0260812, 0.000650866
16.1132, 1, 0, -0.810703, 0.459829, 0.406877, -0.686894, -0.00655469, 0.63064, -0.226964, -0.396964, 0.267983, 0.1501, -0.194437, 0.0088952, 0.0978824, -0.0695355, -0.0293027, 0.0728559, -0.00863617, -0.0601044, 0.0324937, 0.0465321, -0.051382, -0.0286946, 0.0614397, 0.00259754, -0.0556635, 0.0264663, 0.0342561, -0.0475539, -0.00560398, 0.0530798, -0.0200111, -0.0432732, 0.0363143, 0.0236494, -0.04172, -1.24645e-15, 0.0433253, 0.000972216
16.4062, 1, 0, -0.79552, 0.467547, 0.371657, -0.680874, 0.0312723, 0.595278, -0.244549, -0.340098, 0.260237, 0.0942654, -0.175149, 0.0494864, 0.082008, -0.098878, -0.0184333, 0.103485, -0.0252776, -0.0969106, 0.064364, 0.0807555, -0.0955974, -0.0462821, 0.104119, -0.00297331, -0.0827433, 0.0487255, 0.041381, -0.0724945, 0.000701435, 0.0694394, -0.0292447, -0.0488646, 0.0422442, 0.0236619, -0.0454013, -1.09432e-15, 0.0484077, 0.00107393
16.6992, 1, 0, -0.816043, 0.466918, 0.413922, -0.711368, 0.000673073, 0.669779, -0.255641, -0.432457, 0.305822, 0.16441, -0.217954, 0.0146893, 0.0951191, -0.0740567, -0.0120735, 0.0533459, -0.0137898, -0.0123908, 0.00530296, -0.0106257, 0.00682977, 0.0102752, -0.00695565, -0.00132245, -0.00192409, -0.0011451, 0.00838634, -0.0066432, -0.0045226, 0.0177314, -0.00845034, -0.0222907, 0.0223229, 0.0153942, -0.0281922, -1.38064e-15, 0.0271086, 0.000645925
16.9922, 1, 0, -0.815976, 0.452683, 0.423733, -0.679882, -0.0323108, 0.635357, -0.204985, -0.419648, 0.263892, 0.184583, -0.213885, -0.0213531, 0.132583, -0.0595374, -0.0617504, 0.0882901, 0.00583817, -0.0924884, 0.0411214, 0.0797961, -0.0764722, -0.0489775, 0.0904844, 0.00482447, -0.077853, 0.0385446, 0.044779, -0.0659195, -0.00535795, 0.0704574, -0.0273587, -0.055612, 0.0471252, 0.0297853, -0.0534886, -1.24174e-15, 0.0557363, 0.00119083
17.2851, 1, 0, -0.797601, 0.474941, 0.372096, -0.69464, 0.0345003, 0.613742, -0.251932, -0.359845, 0.269842, 0.113256, -0.186327, 0.0307482, 0.0963042, -0.0805075, -0.0372991, 0.0880889, -0.00327767, -0.0885829, 0.0440169, 0.0814357, -0.0819279, -0.0535655, 0.0988976, 0.00559464, -0.0835866, 0.0435676, 0.0439175, -0.0721984, -0.000150833, 0.0723812, -0.0310928, -0.052379, 0.0460512, 0.0258161, -0.0498683, -1.11341e-15, 0.0527779, 0.00129547
17.5781, 1, 0, -0.803878, 0.474363, 0.382414, -0.704589, 0.034026, 0.634504, -0.26935, -0.376792, 0.294588, 0.109452, -0.19583, 0.0551079, 0.0775865, -0.105059, 0.000257549, 0.089346, -0.0348648, -0.0595702, 0.0489945, 0.0369939, -0.0586268, -0.0178678, 0.063275, -0.00574182, -0.0554751, 0.0322011, 0.0333895, -0.0519229, -0.00396107, 0.0568303, -0.0227418, -0.0462578, 0.0399899, 0.0253331, -0.0457614, -1.22493e-15, 0.0473267, 0.00106785
17.8711, 1, 0, -0.808214, 0.469954, 0.395509, -0.704924, 0.0192525, 0.644617, -0.259424, -0.391876, 0.288102, 0.123072, -0.18566, 0.0430785, 0.0608982, -0.0862875, 0.0154442, 0.055797, -0.0347687, -0.013296, 0.0251474, -0.00850271, -0.0155587, 0.0102643, 0.016235, -0.0080813, -0.020534, 0.0133458, 0.0180738, -0.0250808, -0.00501658, 0.0345569, -0.014063, -0.0337882, 0.0305005, 0.0208276, -0.0369109, -1.29947e-15, 0.0369224, 0.000900292
18.164, 1, 0, -0.808118, 0.446532, 0.412711, -0.659897, -0.0308449, 0.598737, -0.184413, -0.376954, 0.221922, 0.154124, -0.164351, -0.0152169, 0.0921974, -0.0425888, -0.0406766, 0.0596581, 0.00396171, -0.0651087, 0.0304569, 0.0615693, -0.0608333, -0.0418009, 0.0751667, 0.00720608, -0.0659736, 0.0287991, 0.038653, -0.0510128, -0.0069287, 0.0533226, -0.0174142, -0.0403305, 0.0305082, 0.0207109, -0.0343094, -1.16217e-15, 0.0368576, 0.00109832
18.457, 1, 0, -0.805943, 0.473034, 0.390423, -0.705923, 0.0215825, 0.643435, -0.257516, -0.396107, 0.290295, 0.13874, -0.205038, 0.021355, 0.101636, -0.075715, -0.0341462, 0.0728703, 0.000806097, -0.0598602, 0.021471, 0.0513164, -0.0445433, -0.0385653, 0.0619179, 0.0128438, -0.061613, 0.0210791, 0.0407703, -0.048955, -0.00831696, 0.0592576, -0.0226644, -0.0502993, 0.0431585, 0.0280673, -0.0500932, -1.22966e-15, 0.0514659, 0.00130072
18.75, 1, 0, -0.818269, 0.449213, 0.432148, -0.677203, -0.0481836, 0.634546, -0.17702, -0.422601, 0.222453, 0.20212, -0.168639, -0.0665362, 0.103995, 0.0168283, -0.0707066, -0.00497585, 0.0584337, -0.00933169, -0.0412523, 0.0312083, 0.0100026, -0.0438637, 0.0229726, 0.0342009, -0.0397194, -0.00680679, 0.0335316, -0.0216179, -0.0119795, 0.0365985, -0.0116867, -0.0343655, 0.0279516, 0.019866, -0.033492, -1.25347e-15, 0.034292, 9.37305e-05
19.0429, 1, 0, -0.805828, 0.472297, 0.388832, -0.70396, 0.0261974, 0.638501, -0.263913, -0.382837, 0.289856, 0.113346, -0.186431, 0.0530663, 0.0606084, -0.0982754, 0.019655, 0.0700064, -0.0454629, -0.026671, 0.0415263, -0.000858133, -0.0328551, 0.0115026, 0.0285703, -0.0168892, -0.0247251, 0.024623, 0.0154555, -0.0332347, -0.000141784, 0.036929, -0.0167319, -0.0318019, 0.0294493, 0.0182942, -0.0341139, -1.27674e-15, 0.0346532, 0.00104803
19.3359, 1, 0, -0.803479, 0.460324, 0.395153, -0.674629, -0.00675605, 0.604325, -0.203698, -0.371729, 0.228674, 0.14636, -0.162124, -0.0154657, 0.091131, -0.0315994, -0.0483342, 0.0439396, 0.0201344, -0.0536799, 0.0122538, 0.0590514, -0.0470276, -0.046134, 0.0676366, 0.0131699, -0.0623436, 0.0248214, 0.035805, -0.0490938, -0.00386718, 0.0517128, -0.0197135, -0.0381866, 0.0312129, 0.0189724, -0.0341805, -1.14262e-15, 0.0365039, 0.0012912
19.6289, 1, 0, -0.809072, 0.460609, 0.40227, -0.691044, 0.00435803, 0.638148, -0.246395, -0.403634, 0.296225, 0.150029, -0.228325, 0.0211438, 0.129818, -0.0969582, -0.0502233, 0.113712, -0.00583479, -0.107288, 0.0495102, 0.0893483, -0.08324, -0.0571175, 0.098368, 0.0114314, -0.0871152, 0.0358296, 0.0529251, -0.0684947, -0.00930147, 0.0770676, -0.0290354, -0.0629964, 0.053395, 0.0345115, -0.0615012, -1.20926e-15, 0.0635459, 0.00199826
19.9218, 1, 0, -0.806858, 0.466537, 0.395992, -0.698871, 0.0156746, 0.643196, -0.260516, -0.399786, 0.305285, 0.13526, -0.224037, 0.0422754, 0.108889, -0.114117, -0.0183943, 0.116017, -0.0362251, -0.0905779, 0.0665583, 0.0589442, -0.081917, -0.024683, 0.0825055, -0.0118057, -0.0659865, 0.0446328, 0.035622, -0.0647109, -0.000721532, 0.0668011, -0.0288068, -0.0526577, 0.0472662, 0.0284012, -0.0533696, -1.26268e-15, 0.0551181, 0.00164786
20.2148, 1, 0, -0.807799, 0.45766, 0.405414, -0.677975, -0.0142469, 0.617405, -0.207686, -0.388706, 0.244205, 0.156211, -0.180241, -0.0113767, 0.101203, -0.0470267, -0.0458922, 0.061806, 0.0082804, -0.0658228, 0.0269067, 0.0626783, -0.0594565, -0.0433634, 0.0764537, 0.00742586, -0.0683319, 0.0316743, 0.0394778, -0.0569049, -0.00448311, 0.0603696, -0.0231663, -0.0462494, 0.0384171, 0.0239697, -0.0429265, -1.18717e-15, 0.0452608, 0.00137162
20.5078, 1, 0, -0.810013, 0.465297, 0.402532, -0.695523, 0.00203217, 0.639741, -0.238023, -0.402566, 0.277625, 0.151787, -0.202065, 0.00837947, 0.104921, -0.0689484, -0.0372347, 0.073514, -0.000897486, -0.0646495, 0.0285959, 0.0552379, -0.0541922, -0.038173, 0.0703059, 0.00793452, -0.0663778, 0.0283456, 0.0417334, -0.0559207, -0.00680554, 0.0642801, -0.0250997, -0.0531102, 0.0456141, 0.0292045, -0.0524454, -1.24082e-15, 0.0541396, 0.00156523
20.8007, 1, 0, -0.818981, 0.441578, 0.434621, -0.665159, -0.0523131, 0.622589, -0.174484, -0.412818, 0.224751, 0.19076, -0.174882, -0.0482749, 0.108003, -0.0112213, -0.0646921, 0.0298231, 0.0387181, -0.0429202, -0.0106329, 0.0552305, -0.0241732, -0.053977, 0.0530957, 0.0316888, -0.0613534, 0.00334012, 0.0461534, -0.033911, -0.017605, 0.0472551, -0.0103976, -0.041698, 0.0288252, 0.0235039, -0.0349988, -1.23215e-15, 0.0371745, 0.00117515
21.0937, 1, 0, -0.815796, 0.449598, 0.425823, -0.673766, -0.0422681, 0.625081, -0.177925, -0.410518, 0.219137, 0.192759, -0.167284, -0.0617196, 0.109025, 0.0115627, -0.0795066, 0.00791681, 0.0625229, -0.0321367, -0.0329522, 0.0580742, -0.0111647, -0.0645814, 0.0497457, 0.0415976, -0.0623794, -0.00134301, 0.0463583, -0.033231, -0.0158054, 0.046912, -0.0121054, -0.0399084, 0.0286299, 0.0215821, -0.0336835, -1.2008e-15, 0.0358395, 0.000993545
21.3867, 1, 0, -0.811709, 0.454925, 0.413007, -0.679961, -0.019343, 0.627359, -0.210193, -0.402712, 0.254621, 0.167417, -0.194086, -0.016317, 0.114272, -0.0469856, -0.0573052, 0.0640777, 0.0190945, -0.0697882, 0.0166887, 0.0696283, -0.0520775, -0.0539588, 0.0745558, 0.0197504, -0.0723462, 0.0214165, 0.0468101, -0.0518665, -0.011064, 0.0609424, -0.0203488, -0.0499359, 0.0396514, 0.0271018, -0.0458659, -1.20736e-15, 0.0480013, 0.00161895
21.6796, 1, 0, -0.800704, 0.46652, 0.382911, -0.695438, 0.0330908, 0.632934, -0.278206, -0.381697, 0.321052, 0.110613, -0.237248, 0.0729071, 0.116419, -0.150984, -0.0154941, 0.157129, -0.0531298, -0.12995, 0.096239, 0.0881848, -0.117555, -0.0375336, 0.114759, -0.0159129, -0.0874644, 0.0605358, 0.0438592, -0.0846231, 0.00204375, 0.0841681, -0.0381934, -0.0642466, 0.0594594, 0.0338761, -0.0662212, -1.18443e-15, 0.0683929, 0.00232914
21.9726, 1, 0, -0.803288, 0.470255, 0.384665, -0.700132, 0.031, 0.634098, -0.269417, -0.377677, 0.298154, 0.107666, -0.201022, 0.062101, 0.0795648, -0.117062, 0.00432506, 0.102936, -0.0446357, -0.0709544, 0.062011, 0.0435297, -0.0718372, -0.0190252, 0.0745052, -0.00890297, -0.0635739, 0.0381331, 0.0379482, -0.0591212, -0.00501535, 0.0639489, -0.02478, -0.0520022, 0.0442086, 0.0285552, -0.0507737, -1.22381e-15, 0.0525975, 0.00181871
22.2656, 1, 0, -0.8038, 0.459599, 0.398305, -0.674638, -0.0111532, 0.606455, -0.198464, -0.372307, 0.218395, 0.145399, -0.145037, -0.0181725, 0.0700667, -0.0191216, -0.0315758, 0.0194794, 0.0157163, -0.022569, 0.0025719, 0.0306643, -0.0282639, -0.0280376, 0.0478902, 0.00722414, -0.0477303, 0.0221944, 0.0280435, -0.0433363, -0.00122732, 0.0468123, -0.0199877, -0.035484, 0.0309798, 0.0179938, -0.0339702, -1.16577e-15, 0.0357991, 0.00139764
22.5585, 1, 0, -0.798522, 0.475072, 0.372256, -0.700791, 0.0445739, 0.62255, -0.272706, -0.355422, 0.283508, 0.084841, -0.170495, 0.0719837, 0.0448904, -0.105301, 0.0281966, 0.0708751, -0.0472853, -0.0293459, 0.042443, 0.00708134, -0.0381723, 0.000873652, 0.0391248, -0.00877034, -0.0371266, 0.0223758, 0.0254359, -0.0363486, -0.00557099, 0.0423511, -0.0153254, -0.036523, 0.0302958, 0.0208107, -0.0356114, -1.22209e-15, 0.0367244, 0.00149431
22.8515, 1, 0, -0.82167, 0.435566, 0.448709, -0.655974, -0.0813162, 0.623472, -0.141241, -0.436174, 0.204954, 0.236918, -0.183104, -0.103209, 0.143447, 0.0313169, -0.112009, 0.0130142, 0.0794229, -0.0504139, -0.034344, 0.0746328, -0.0158674, -0.0720635, 0.0518351, 0.0425262, -0.0599418, -0.0021894, 0.0429155, -0.0287073, -0.0153796, 0.0396363, -0.00827169, -0.0330711, 0.0217912, 0.0176755, -0.02585, -1.22002e-15, 0.0280391, 0.00104099
23.1445, 1, 0, -0.793108, 0.477665, 0.361963, -0.696348, 0.051623, 0.610246, -0.272461, -0.339582, 0.277604, 0.0718341, -0.166074, 0.081524, 0.0436604, -0.118064, 0.0326185, 0.0911928, -0.0632227, -0.0534108, 0.0721023, 0.0240868, -0.0737287, 0.000452716, 0.0678104, -0.0253406, -0.050027, 0.0469385, 0.0229794, -0.0568843, 0.00395657, 0.0517794, -0.0225672, -0.0362106, 0.0312983, 0.0176598, -0.0334812, -1.16386e-15, 0.0359098, 0.00139156
23.4375, 1, 0, -0.806142, 0.474615, 0.390196, -0.711432, 0.028743, 0.653277, -0.275482, -0.398647, 0.308754, 0.122354, -0.206667, 0.0546595, 0.0742408, -0.108533, 0.0160692, 0.0821599, -0.0495635, -0.0345662, 0.0481114, 0.000263544, -0.0373532, 0.0156548, 0.0293417, -0.0229641, -0.0225698, 0.0300721, 0.0119013, -0.0372235, 0.00388055, 0.0397689, -0.0211106, -0.0338516, 0.0342675, 0.0194544, -0.0391479, -1.30868e-15, 0.0393791, 0.00142298
23.7304, 1, 0, -0.809807, 0.459663, 0.409555, -0.690242, -0.00967906, 0.64363, -0.230178, -0.415951, 0.280187, 0.169179, -0.216002, -0.00443028, 0.122974, -0.0666401, -0.0513224, 0.080467, 0.00539832, -0.0752238, 0.0287087, 0.0636885, -0.0565832, -0.0423245, 0.0719103, 0.0091023, -0.0665582, 0.0279667, 0.0413786, -0.0552175, -0.00671314, 0.0634548, -0.0249444, -0.0526403, 0.0455397, 0.0290971, -0.052478, -1.24159e-15, 0.0539956, 0.002232
24.0234, 1, 0, -0.806632, 0.451299, 0.408122, -0.669444, -0.0209531, 0.612257, -0.198597, -0.387019, 0.234667, 0.158419, -0.173678, -0.0179476, 0.0992959, -0.0373804, -0.0499633, 0.0518081, 0.0177486, -0.059457, 0.0151523, 0.0625085, -0.0494697, -0.0492317, 0.0712248, 0.0167315, -0.0682892, 0.0224296, 0.042913, -0.0501685, -0.00907861, 0.0567538, -0.0190252, -0.0449367, 0.0351532, 0.0237191, -0.0400598, -1.17905e-15, 0.0423651, 0.00188338
24.3164, 1, 0, -0.807454, 0.442226, 0.415528, -0.649425, -0.0449236, 0.587948, -0.156183, -0.37456, 0.185256, 0.170751, -0.136492, -0.0557329, 0.0885469, 0.012014, -0.06538, 0.0095253, 0.0472855, -0.0360507, -0.0142838, 0.0581885, -0.028136, -0.0563635, 0.0581817, 0.0276023, -0.0603396, 0.0109409, 0.0384224, -0.0374551, -0.00945834, 0.0423205, -0.0116178, -0.0311282, 0.0210536, 0.0150292, -0.0231798, -1.11458e-15, 0.025837, 0.0012579
24.6093, 1, 0, -0.80279, 0.458918, 0.393195, -0.676695, 0.0018075, 0.610422, -0.221213, -0.375156, 0.252184, 0.140136, -0.18673, 0.0027229, 0.110251, -0.0607074, -0.0570434, 0.080406, 0.015258, -0.0926725, 0.0316462, 0.0938983, -0.0780073, -0.0694857, 0.103184, 0.0200506, -0.0933793, 0.0343806, 0.0550198, -0.0697226, -0.00860836, 0.0753405, -0.027402, -0.0575351, 0.0466683, 0.029551, -0.0521931, -1.11895e-15, 0.0551921, 0.00224095
24.9023, 1, 0, -0.809376, 0.44679, 0.414449, -0.662833, -0.0335312, 0.607496, -0.179281, -0.389284, 0.212171, 0.172508, -0.156609, -0.0465144, 0.0976955, 0.00148578, -0.06864, 0.0135899, 0.0528979, -0.0342636, -0.0255706, 0.0572515, -0.0150455, -0.0619766, 0.0500067, 0.0393942, -0.0605093, -0.00143965, 0.0446512, -0.0303602, -0.0161119, 0.0424002, -0.00922908, -0.0356129, 0.0238091, 0.0190426, -0.0281598, -1.15395e-15, 0.0304518, 0.00147655
25.1953, 1, 0, -0.79466, 0.473191, 0.372224, -0.694692, 0.0368248, 0.621456, -0.264095, -0.364556, 0.28251, 0.101881, -0.182237, 0.0558964, 0.0634187, -0.0999432, 0.0138731, 0.0767217, -0.0434636, -0.0386728, 0.046859, 0.0107346, -0.0425813, 0.00629569, 0.0365664, -0.0189685, -0.0267998, 0.0298813, 0.0122017, -0.036196, 0.00410755, 0.0349562, -0.0176248, -0.0265853, 0.0257735, 0.0140153, -0.0283757, -1.2132e-15, 0.0292858, 0.00174531
25.4882, 1, 0, -0.813413, 0.456469, 0.420842, -0.688424, -0.0262994, 0.65068, -0.215799, -0.433367, 0.272131, 0.192264, -0.214007, -0.0289058, 0.124894, -0.0419451, -0.0572034, 0.0538749, 0.0188264, -0.0469887, 0.00470311, 0.0386473, -0.0236068, -0.0275662, 0.036881, 0.00933934, -0.038218, 0.0138981, 0.0254535, -0.0336645, -0.00365682, 0.0421371, -0.0186779, -0.0369968, 0.0344552, 0.0211965, -0.0400297, -1.28483e-15, 0.0404046, 0.00198031
25.7812, 1, 0, -0.807401, 0.465039, 0.399931, -0.695373, 0.00679666, 0.641847, -0.248039, -0.401217, 0.287502, 0.13997, -0.202285, 0.0299245, 0.0870759, -0.090284, -0.00422381, 0.0794572, -0.0342469, -0.0469698, 0.0454755, 0.0192917, -0.0466437, 0.000303085, 0.04382, -0.0169555, -0.0349381, 0.0326795, 0.0184352, -0.0437546, 0.00253936, 0.0455997, -0.0221641, -0.0370188, 0.0355104, 0.020481, -0.0401519, -1.27092e-15, 0.0409469, 0.00195231
26.0742, 1, 0, -0.803587, 0.46244, 0.39646, -0.682315, -0.00302647, 0.619097, -0.216389, -0.38329, 0.24275, 0.14674, -0.169144, -0.00723368, 0.0861866, -0.039703, -0.0360831, 0.0428996, 0.0102335, -0.0426796, 0.0140325, 0.0442082, -0.0416671, -0.0344618, 0.0605472, 0.00757447, -0.0579613, 0.0266527, 0.0344601, -0.0512083, -0.00278131, 0.0562053, -0.0235025, -0.0439398, 0.0384088, 0.0230142, -0.0428746, -1.18574e-15, 0.0447297, 0.00203558
26.3671, 1, 0, -0.806074, 0.450673, 0.410739, -0.665779, -0.0283956, 0.612604, -0.194747, -0.395136, 0.239176, 0.167119, -0.184319, -0.0186284, 0.10614, -0.0483729, -0.0436654, 0.0667997, -0.000575961, -0.0660975, 0.0353225, 0.0544166, -0.0603025, -0.0300069, 0.0685985, -0.00348099, -0.0566773, 0.0351005, 0.0301271, -0.0533483, -0.000457261, 0.0539696, -0.0226682, -0.0409393, 0.0357201, 0.0213182, -0.0397029, -1.20381e-15, 0.0415225, 0.00250582
26.6601, 1, 0, -0.805855, 0.465838, 0.398204, -0.693782, 0.00439549, 0.636696, -0.236709, -0.396138, 0.267386, 0.14367, -0.1818, 0.0109381, 0.0774645, -0.0579543, -0.0127548, 0.0437184, -0.00922863, -0.020262, 0.0133724, 0.00913726, -0.0184734, -0.00538753, 0.0264509, -0.00230521, -0.0288823, 0.0172475, 0.0197277, -0.0327717, -0.00123594, 0.0401602, -0.0190897, -0.0354397, 0.0339634, 0.0204264, -0.039298, -1.26134e-15, 0.039581, 0.00202306
26.9531, 1, 0, -0.813986, 0.462982, 0.415094, -0.703529, -0.00578033, 0.667531, -0.250926, -0.437153, 0.307999, 0.171654, -0.231034, 0.0122301, 0.112139, -0.0849655, -0.0211113, 0.0776983, -0.0211972, -0.042146, 0.029532, 0.0120732, -0.025599, 0.00401688, 0.021796, -0.0122815, -0.0184007, 0.0201869, 0.0109398, -0.0286801, 0.00238758, 0.0335791, -0.0185968, -0.0304057, 0.0318498, 0.0181295, -0.0369384, -1.34965e-15, 0.0366059, 0.00175801
27.246, 1, 0, -0.806506, 0.455411, 0.402363, -0.671642, -0.0120839, 0.606882, -0.203493, -0.370299, 0.223852, 0.133477, -0.143295, 0.00173427, 0.0567717, -0.0388054, -0.0100709, 0.0301496, -0.00536497, -0.0220408, 0.0168353, 0.0237749, -0.0353497, -0.021281, 0.0519916, 0.00397932, -0.0529551, 0.0232868, 0.0349023, -0.0457177, -0.00702697, 0.05227, -0.0182531, -0.0425046, 0.0338344, 0.0229523, -0.0388086, -1.1767e-15, 0.040838, 0.00195921
27.539, 1, 0, -0.799255, 0.460004, 0.390217, -0.675134, 0.000603636, 0.608958, -0.216043, -0.374924, 0.241967, 0.142079, -0.172711, -0.00455912, 0.0939553, -0.0451403, -0.0435986, 0.053548, 0.0129964, -0.0565101, 0.0169223, 0.0568398, -0.047531, -0.0426954, 0.0658739, 0.0115042, -0.061074, 0.0247042, 0.0359863, -0.0490592, -0.00435006, 0.0532389, -0.0207425, -0.0409381, 0.0343909, 0.0211438, -0.0383467, -1.14566e-15, 0.0402973, 0.00243409
27.832, 1, 0, -0.801557, 0.458694, 0.392689, -0.675038, 0.0013547, 0.60747, -0.218497, -0.365868, 0.237259, 0.123284, -0.151607, 0.0163321, 0.056993, -0.0537804, -0.00319113, 0.0398766, -0.0141898, -0.0229382, 0.0211529, 0.0170716, -0.0316351, -0.0125238, 0.0418326, -0.000714283, -0.0414321, 0.021117, 0.0269193, -0.0382467, -0.00454936, 0.0434071, -0.0162475, -0.0355981, 0.0294927, 0.0194278, -0.0338339, -1.19114e-15, 0.0353166, 2.96439e-323
28.1249, 1, 0, -0.804064, 0.464171, 0.393598, -0.691528, 0.0119623, 0.636042, -0.25126, -0.399698, 0.294185, 0.144591, -0.220226, 0.0232871, 0.11739, -0.0920466, -0.0382668, 0.0984546, -0.0100055, -0.0831118, 0.040895, 0.0630286, -0.0622425, -0.0373426, 0.0712946, 0.00467253, -0.0627692, 0.0288862, 0.0379316, -0.052563, -0.00565777, 0.0590675, -0.0234159, -0.0486628, 0.0423428, 0.0268658, -0.0487407, -1.2181e-15, 0.0500485, 0.00313554
28.4179, 1, 0, -0.813447, 0.446597, 0.42677, -0.668661, -0.0470351, 0.629356, -0.180637, -0.424551, 0.234712, 0.205223, -0.193704, -0.0611992, 0.132041, -0.00752229, -0.0852107, 0.0366194, 0.0495724, -0.055328, -0.0113413, 0.0656473, -0.0282921, -0.057112, 0.0557257, 0.0280354, -0.0593209, 0.00965341, 0.0401491, -0.0386977, -0.0104773, 0.0488071, -0.0162386, -0.040944, 0.0327733, 0.0224112, -0.0380988, -1.22285e-15, 0.0396398, 0.00224481
28.7109, 1, 0, -0.808683, 0.456676, 0.408042, -0.683362, -0.0115669, 0.635171, -0.223255, -0.410969, 0.269607, 0.169931, -0.207672, -0.0131209, 0.122175, -0.0524806, -0.0599094, 0.0659428, 0.0216837, -0.0658612, 0.00927409, 0.0630855, -0.0392103, -0.0502603, 0.0603462, 0.0226473, -0.0621116, 0.0127961, 0.0430323, -0.0417543, -0.0123226, 0.0534587, -0.0174241, -0.0464414, 0.0373979, 0.0262333, -0.0442299, -1.22322e-15, 0.0456032, 0.00267187
29.0038, 1, 0, -0.81641, 0.454291, 0.426367, -0.692136, -0.026372, 0.665847, -0.231078, -0.453384, 0.303368, 0.202084, -0.25181, -0.0183653, 0.154096, -0.072728, -0.0669983, 0.0942926, 0.00875324, -0.0836785, 0.0271884, 0.0627882, -0.0489681, -0.0372348, 0.0584608, 0.00785475, -0.0534421, 0.0218994, 0.0340979, -0.0445958, -0.0061202, 0.0535321, -0.0218044, -0.0466433, 0.0417719, 0.0268121, -0.0489336, -1.33158e-15, 0.0495469, 0.00298169
29.2968, 1, 0, -0.809917, 0.454734, 0.413892, -0.68102, -0.0201354, 0.637571, -0.217342, -0.414001, 0.265384, 0.169443, -0.201564, -0.00770042, 0.108588, -0.0605065, -0.0372929, 0.0694451, -0.00488417, -0.0591116, 0.0321703, 0.0450805, -0.0521074, -0.0252356, 0.0616956, -0.0023049, -0.0549807, 0.0320923, 0.0322989, -0.0533938, -0.00206306, 0.0586905, -0.0254036, -0.0479647, 0.0433054, 0.0263785, -0.0493398, -1.25498e-15, 0.0506284, 0.00281952
29.5898, 1, 0, -0.810376, 0.463899, 0.40528, -0.698031, 0.00216337, 0.652077, -0.248451, -0.418239, 0.294555, 0.158561, -0.216282, 0.0127098, 0.107116, -0.0765897, -0.028938, 0.0711947, -0.00694858, -0.0466689, 0.0196946, 0.0288908, -0.0276929, -0.0178891, 0.035586, 0.00499279, -0.0374764, 0.0135045, 0.0275595, -0.0323167, -0.00705395, 0.0427988, -0.0167684, -0.039678, 0.0352095, 0.0236126, -0.0420663, -1.29415e-15, 0.0423233, 0.00245039
29.8828, 1, 0, -0.675214, 0.40201, 0.364004, -0.666012, 0.0240361, 0.561391, -0.232563, -0.356221, 0.281545, 0.138473, -0.226269, 0.0166321, 0.135111, -0.0908669, -0.0552882, 0.110059, -0.00361321, -0.0909522, 0.0367507, 0.0608527, -0.0481893, -0.0276453, 0.0440962, 0.000470997, -0.0310458, 0.0171897, 0.0149443, -0.0247425, -0.000443067, 0.0240175, -0.0101258, -0.0180919, 0.0161809, 0.00949733, -0.0181316, -1.08925e-15, 0.0183662, 0.00383452
