0, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan
13.4765, 1, 0.934017, 0.80357, 0.638897, 0.468114, 0.318561, 0.20355, 0.124638, 0.0782612, 0.0563526, 0.0490752, 0.0483915, 0.0493158, 0.0492176, 0.0472583, 0.0438626, 0.040127, 0.0372728, 0.0362104, 0.0372728
13.7695, 1, 0.93272, 0.799502, 0.630845, 0.456109, 0.304467, 0.190388, 0.115486, 0.073854, 0.0525548, 0.0408879, 0.0359852, 0.036478, 0.0385477, 0.0392639, 0.0380074, 0.0356032, 0.0333814, 0.0324893, 0.0333814
14.0625, 1, 0.920445, 0.765443, 0.573726, 0.382862, 0.227743, 0.122774, 0.0656311, 0.0472046, 0.0518453, 0.0646079, 0.0757369, 0.0798827, 0.0756855, 0.0648825, 0.0508784, 0.0374665, 0.0279246, 0.0244738, 0.0279246
14.3554, 1, 0.929362, 0.788199, 0.609279, 0.424884, 0.266548, 0.150273, 0.0788649, 0.0474636, 0.0386856, 0.0374127, 0.0404227, 0.0447257, 0.0465995, 0.0446362, 0.0396858, 0.0337679, 0.0290922, 0.027326, 0.0290922
14.6484, 1, 0.931373, 0.792483, 0.616906, 0.435586, 0.278291, 0.1607, 0.0856162, 0.0490394, 0.0363311, 0.0316866, 0.0316375, 0.0350317, 0.0381939, 0.0387823, 0.0367056, 0.0332147, 0.0300542, 0.0287824, 0.0300542
14.9414, 1, 0.926383, 0.782549, 0.601724, 0.417056, 0.261233, 0.149129, 0.0809857, 0.0506166, 0.0446392, 0.0498007, 0.0578152, 0.0631684, 0.0631773, 0.0579724, 0.0495331, 0.040625, 0.0339405, 0.0314616, 0.0339405
15.2343, 1, 0.928064, 0.790984, 0.626423, 0.466251, 0.336681, 0.247195, 0.192949, 0.165029, 0.152669, 0.146344, 0.139906, 0.130696, 0.118669, 0.105306, 0.0925722, 0.0822259, 0.0755323, 0.0732224, 0.0755323
15.5273, 1, 0.929221, 0.790719, 0.615322, 0.433298, 0.276349, 0.159645, 0.0842904, 0.0459488, 0.0344287, 0.0370741, 0.0446605, 0.0514041, 0.0541377, 0.0522909, 0.0471617, 0.0409686, 0.0360431, 0.0341728, 0.0360431
15.8203, 1, 0.921941, 0.775282, 0.597543, 0.424665, 0.28852, 0.19947, 0.147782, 0.118254, 0.100016, 0.0887608, 0.0814354, 0.0744202, 0.0654442, 0.0545119, 0.0430815, 0.0330349, 0.0260893, 0.023581, 0.0260893
16.1132, 1, 0.932032, 0.798356, 0.630674, 0.457267, 0.307156, 0.19464, 0.120067, 0.0785279, 0.0607217, 0.0567545, 0.0588514, 0.0614946, 0.0616351, 0.0586076, 0.0533748, 0.0476762, 0.0433362, 0.04172, 0.0433362
16.4062, 1, 0.922742, 0.775705, 0.596099, 0.418893, 0.276784, 0.182006, 0.128461, 0.105113, 0.100153, 0.103267, 0.106212, 0.104162, 0.0960241, 0.0834736, 0.0694429, 0.0569474, 0.0484196, 0.0454013, 0.0484196
16.6992, 1, 0.94018, 0.823028, 0.66978, 0.502366, 0.347214, 0.218448, 0.120549, 0.0546951, 0.0185389, 0.0118754, 0.0123379, 0.00708025, 0.00223905, 0.0106987, 0.0182991, 0.0238387, 0.0271163, 0.0281922, 0.0271163
16.9922, 1, 0.933134, 0.801118, 0.636178, 0.467037, 0.32204, 0.214948, 0.145337, 0.107742, 0.0926725, 0.0897685, 0.0908118, 0.0906129, 0.0868722, 0.0796903, 0.0706609, 0.0619774, 0.055749, 0.0534886, 0.055749
17.2851, 1, 0.928297, 0.788023, 0.614711, 0.43927, 0.292646, 0.188847, 0.125523, 0.0956602, 0.0886435, 0.0925703, 0.0978849, 0.0990557, 0.0942595, 0.0845065, 0.0723814, 0.0609124, 0.0527938, 0.0498683, 0.0527938
17.5781, 1, 0.933403, 0.801677, 0.635415, 0.463164, 0.314264, 0.203437, 0.130603, 0.0893463, 0.0690229, 0.0613923, 0.0612891, 0.0635349, 0.0641436, 0.0617321, 0.0569682, 0.0515458, 0.0473387, 0.0457614, 0.0473387
17.8711, 1, 0.934915, 0.808298, 0.644905, 0.469966, 0.313288, 0.190592, 0.105613, 0.057895, 0.0372243, 0.0265459, 0.0186394, 0.0181351, 0.0244899, 0.0309145, 0.0349192, 0.036598, 0.0369334, 0.0369109, 0.0369334
18.164, 1, 0.92328, 0.778328, 0.599531, 0.419645, 0.270192, 0.165054, 0.101559, 0.0722057, 0.0652291, 0.0686906, 0.0738106, 0.0755113, 0.0719854, 0.0640028, 0.0537709, 0.0439295, 0.036874, 0.0343094, 0.036874
18.457, 1, 0.934508, 0.806695, 0.643797, 0.472457, 0.321745, 0.206147, 0.126738, 0.0804739, 0.0598656, 0.0556271, 0.0589185, 0.063236, 0.065119, 0.0637088, 0.0598384, 0.0551697, 0.0514823, 0.0500932, 0.0514823
18.75, 1, 0.933465, 0.803341, 0.636372, 0.458178, 0.300563, 0.18129, 0.105348, 0.0708814, 0.0591741, 0.0517273, 0.0449898, 0.0412, 0.0402984, 0.0398961, 0.0385092, 0.0362983, 0.0342921, 0.033492, 0.0342921
19.0429, 1, 0.934036, 0.804208, 0.639039, 0.464988, 0.31123, 0.193836, 0.115462, 0.0727132, 0.0527088, 0.0415352, 0.0348104, 0.0331889, 0.0348945, 0.0366526, 0.0369293, 0.0359349, 0.034669, 0.0341139, 0.034669
19.3359, 1, 0.926, 0.781838, 0.604363, 0.423881, 0.271501, 0.16286, 0.096454, 0.0653214, 0.0573317, 0.0603094, 0.0658782, 0.0689069, 0.0671031, 0.0607635, 0.0518572, 0.0429748, 0.0365267, 0.0341805, 0.0365267
19.6289, 1, 0.930998, 0.799602, 0.638163, 0.472896, 0.332051, 0.229302, 0.162029, 0.12431, 0.107447, 0.102149, 0.100952, 0.09903, 0.0941956, 0.0865597, 0.0776269, 0.0693657, 0.0635773, 0.0615012, 0.0635773
19.9218, 1, 0.932028, 0.803262, 0.643387, 0.477177, 0.333907, 0.227991, 0.157732, 0.117466, 0.0975531, 0.0889069, 0.0855549, 0.0833459, 0.0796637, 0.0738676, 0.066805, 0.0600222, 0.0551428, 0.0533696, 0.0551428
20.2148, 1, 0.928436, 0.789943, 0.617569, 0.440711, 0.289893, 0.1806, 0.111595, 0.076981, 0.0663416, 0.0682096, 0.0735898, 0.0768135, 0.0753161, 0.0692579, 0.0605358, 0.051727, 0.0452816, 0.0429265, 0.0452816
20.5078, 1, 0.934143, 0.803608, 0.639744, 0.46767, 0.316409, 0.202239, 0.125548, 0.0824058, 0.0646557, 0.0622009, 0.066287, 0.0707522, 0.0721767, 0.0697768, 0.0646393, 0.0587426, 0.0541623, 0.0524454, 0.0541623
20.8007, 1, 0.930441, 0.794564, 0.624782, 0.448178, 0.294792, 0.181423, 0.108585, 0.0712354, 0.0578034, 0.0562447, 0.0591427, 0.0618332, 0.0614443, 0.0572721, 0.050428, 0.0429748, 0.0371931, 0.0349988, 0.0371931
21.0937, 1, 0.931484, 0.797049, 0.626508, 0.447418, 0.291852, 0.178307, 0.109636, 0.0798998, 0.0702985, 0.0667717, 0.0655393, 0.0648459, 0.0623939, 0.0570385, 0.049503, 0.0417039, 0.0358533, 0.0336835, 0.0358533
21.3867, 1, 0.930499, 0.795564, 0.627657, 0.454267, 0.30473, 0.19477, 0.123555, 0.0859642, 0.0723532, 0.0716004, 0.0749908, 0.0771275, 0.0754496, 0.0698665, 0.0619386, 0.0539228, 0.0480286, 0.0458659, 0.0480286
21.6796, 1, 0.926697, 0.793886, 0.633799, 0.472325, 0.339573, 0.248197, 0.190656, 0.157891, 0.140391, 0.130532, 0.123401, 0.115857, 0.10637, 0.0953137, 0.084193, 0.074742, 0.0684325, 0.0662212, 0.0684325
21.9726, 1, 0.930812, 0.798844, 0.634855, 0.463924, 0.316999, 0.210396, 0.141542, 0.103027, 0.0838264, 0.0757642, 0.0743138, 0.0750352, 0.0741335, 0.0702522, 0.0641453, 0.0576045, 0.0526289, 0.0507737, 0.0526289
22.2656, 1, 0.925919, 0.783444, 0.606557, 0.421901, 0.262368, 0.146171, 0.0726291, 0.037101, 0.027502, 0.030772, 0.0398115, 0.048432, 0.0526382, 0.0516185, 0.0468284, 0.0407261, 0.0358263, 0.0339702, 0.0358263
22.5585, 1, 0.929156, 0.793525, 0.624144, 0.447988, 0.295931, 0.185068, 0.114471, 0.0762779, 0.0556514, 0.0430297, 0.0381823, 0.0400958, 0.0433481, 0.0443644, 0.042716, 0.039608, 0.0367548, 0.0356114, 0.0367548
22.8515, 1, 0.929978, 0.794758, 0.628753, 0.458472, 0.313267, 0.210189, 0.146825, 0.112763, 0.0940721, 0.0821557, 0.0737897, 0.0670474, 0.0599818, 0.0516318, 0.0425155, 0.0340899, 0.0280585, 0.02585, 0.0280585
23.1445, 1, 0.925842, 0.784804, 0.612425, 0.435375, 0.286747, 0.185004, 0.125878, 0.0968508, 0.0827636, 0.0760192, 0.0737301, 0.0723906, 0.0685997, 0.0613504, 0.0519304, 0.0426672, 0.0359368, 0.0334812, 0.0359368
23.4375, 1, 0.935481, 0.811411, 0.653909, 0.484572, 0.332113, 0.213774, 0.131495, 0.0837166, 0.0604265, 0.0481121, 0.040501, 0.0372597, 0.0375996, 0.0390798, 0.0399577, 0.0398947, 0.0394048, 0.0391479, 0.0394048
23.7304, 1, 0.93117, 0.802601, 0.643702, 0.475392, 0.327302, 0.216047, 0.139869, 0.0954407, 0.0754173, 0.06986, 0.0706613, 0.0724841, 0.0721951, 0.0690012, 0.063809, 0.0582514, 0.0540417, 0.052478, 0.0540417
24.0234, 1, 0.924298, 0.78404, 0.612615, 0.434999, 0.283135, 0.174602, 0.106099, 0.0719751, 0.0620495, 0.0643187, 0.0697926, 0.0731636, 0.0718784, 0.0660182, 0.0574754, 0.0487982, 0.0424069, 0.0400598, 0.0424069
24.3164, 1, 0.920623, 0.770984, 0.589661, 0.405818, 0.251944, 0.147432, 0.0893582, 0.0660703, 0.0594607, 0.059916, 0.0629959, 0.0643972, 0.0613235, 0.0536578, 0.0433645, 0.0332256, 0.0258676, 0.0231798, 0.0258676
24.6093, 1, 0.924704, 0.782636, 0.610424, 0.43552, 0.288504, 0.18675, 0.12586, 0.0985854, 0.0939202, 0.0990877, 0.104467, 0.105114, 0.0995074, 0.0888167, 0.0758307, 0.0637272, 0.0552376, 0.0521931, 0.0552376
24.9023, 1, 0.924506, 0.781739, 0.60842, 0.428583, 0.273452, 0.163371, 0.0977068, 0.0699724, 0.0630253, 0.0627024, 0.0637767, 0.0636598, 0.0605264, 0.0539951, 0.0453582, 0.0367893, 0.0304876, 0.0281598, 0.0304876
25.1953, 1, 0.924876, 0.788129, 0.622546, 0.450163, 0.300319, 0.190616, 0.118366, 0.0779659, 0.0581779, 0.0480728, 0.0430442, 0.0411935, 0.0401387, 0.0381973, 0.0351967, 0.0318969, 0.0293377, 0.0283757, 0.0293377
25.4882, 1, 0.93274, 0.806868, 0.651211, 0.484124, 0.333198, 0.215951, 0.131749, 0.0785795, 0.0506199, 0.0389324, 0.036293, 0.0380452, 0.0406666, 0.042204, 0.0422955, 0.0414443, 0.0404531, 0.0400297, 0.0404531
25.7812, 1, 0.93175, 0.802178, 0.641883, 0.471697, 0.319763, 0.204486, 0.125433, 0.0795694, 0.0581292, 0.0493983, 0.0466447, 0.0469859, 0.0478395, 0.0474797, 0.0456704, 0.0431467, 0.0409935, 0.0401519, 0.0409935
26.0742, 1, 0.927147, 0.789135, 0.619104, 0.440154, 0.283655, 0.169298, 0.0948918, 0.0560568, 0.0438893, 0.0463818, 0.0540718, 0.0610191, 0.0637956, 0.0617235, 0.0562741, 0.0498304, 0.044776, 0.0428746, 0.044776
26.3671, 1, 0.923505, 0.782284, 0.613262, 0.440521, 0.291778, 0.185258, 0.116644, 0.0798052, 0.0661, 0.0648756, 0.0673558, 0.0686868, 0.066666, 0.0612673, 0.0539715, 0.0467961, 0.041598, 0.0397029, 0.041598
26.6601, 1, 0.93081, 0.799937, 0.636711, 0.461473, 0.30354, 0.182129, 0.0967443, 0.0455411, 0.0222647, 0.016196, 0.0192429, 0.0265512, 0.0336403, 0.0382514, 0.0401792, 0.0402541, 0.0396327, 0.039298, 0.0396327
26.9531, 1, 0.936443, 0.816858, 0.667556, 0.50405, 0.352603, 0.231358, 0.140692, 0.0805153, 0.0471763, 0.0319046, 0.0259122, 0.025018, 0.0273148, 0.0306957, 0.0336639, 0.0356419, 0.0366481, 0.0369384, 0.0366481
27.246, 1, 0.926203, 0.782943, 0.607002, 0.422529, 0.260626, 0.143305, 0.0687669, 0.0317871, 0.0226844, 0.029132, 0.0412611, 0.0521436, 0.0578491, 0.0575177, 0.0527402, 0.0462581, 0.0408849, 0.0388086, 0.0408849
27.539, 1, 0.922179, 0.779792, 0.608958, 0.432716, 0.280597, 0.172771, 0.104237, 0.0690523, 0.0579854, 0.0593053, 0.0638913, 0.0668709, 0.0658812, 0.0608426, 0.0534164, 0.0458931, 0.0403707, 0.0383467, 0.0403707
27.832, 1, 0.923523, 0.780949, 0.607471, 0.426146, 0.267378, 0.152485, 0.0783616, 0.040004, 0.0269724, 0.0271825, 0.0340238, 0.0418387, 0.0465031, 0.0467703, 0.0436449, 0.0391306, 0.0353166, 0.0338339, 0.0353166
28.1249, 1, 0.928425, 0.795695, 0.636154, 0.472112, 0.327798, 0.221453, 0.149175, 0.10563, 0.0837119, 0.0751332, 0.0725851, 0.0714475, 0.0690969, 0.0648203, 0.0593378, 0.0540034, 0.0501466, 0.0487407, 0.0501466
28.4179, 1, 0.927979, 0.793246, 0.631111, 0.461381, 0.311779, 0.203142, 0.132255, 0.0927461, 0.0742874, 0.0666198, 0.0637356, 0.0623806, 0.0601012, 0.0557626, 0.049919, 0.0440466, 0.0397033, 0.0380988, 0.0397033
28.7109, 1, 0.92872, 0.795916, 0.635276, 0.467695, 0.318692, 0.208086, 0.132969, 0.0890931, 0.0693389, 0.0637635, 0.063746, 0.0644559, 0.063416, 0.0599599, 0.0548606, 0.0496025, 0.0456814, 0.0442299, 0.0456814
29.0038, 1, 0.934294, 0.812922, 0.666369, 0.508876, 0.364514, 0.252479, 0.170396, 0.115671, 0.0841351, 0.068422, 0.0615167, 0.0589861, 0.057755, 0.0561378, 0.0538808, 0.0514881, 0.0496365, 0.0489336, 0.0496365
29.2968, 1, 0.928843, 0.796928, 0.637889, 0.467584, 0.314864, 0.201711, 0.124307, 0.078825, 0.059313, 0.0553822, 0.0578966, 0.0617387, 0.0636615, 0.0624029, 0.0587267, 0.0542767, 0.0507068, 0.0493398, 0.0507068
29.5898, 1, 0.933762, 0.807155, 0.652081, 0.486468, 0.334521, 0.216655, 0.131681, 0.0768512, 0.0471834, 0.0349651, 0.0329685, 0.0359345, 0.0398354, 0.0424723, 0.0433762, 0.0430757, 0.0423942, 0.0420663, 0.0423942
29.8828, 1, 0.785828, 0.758994, 0.561905, 0.425416, 0.313756, 0.226879, 0.162824, 0.123166, 0.0910239, 0.0710891, 0.055556, 0.0440988, 0.035487, 0.0289054, 0.0240216, 0.0207328, 0.0187623, 0.0181316, 0.0187623
